11/4/2008,4.11.08
5/22/2007,22.5.07
5/16/2010,16.5.00
5/1/2004,1.5.04
8/22/2007,22.8.07
7/14/2002,14.7.02
4/3/2003,3.4.03
1/17/2007,17.1.07
3/24/2004,24.3.04
1/26/2009,26.1.09
2/8/2005,8.2.05
12/18/2002,18.12.02
4/11/2000,11.4.00
9/25/2008,25.9.08
11/16/2004,16.11.04
empty,
empty,
,
,
,
8/3/2001,3.8.01
3/17/2012,17.3.02
,
empty,
empty,
,
,
,
,
,
1899-12-14,12.1899.04
12/12/2006,12.12.06
11/22/2001,22.11.01
4/30/2002,30.4.02
1/18/2005,18.1.05
6/26/2006,26.6.06
1/5/2004,5.1.04
11/29/2004,29.11.04
9/1/2000,1.9.00
6/22/2008,22.6.08
5/20/2000,20.5.00
5/17/2007,17.5.07
11/2/2002,2.11.02
11/21/2007,21.11.07
3/22/2005,22.3.05
5/24/2001,24.5.01
5/11/2005,11.5.05
6/17/2005,17.6.05
11/3/2004,3.11.04
11/5/2005,5.11.05
3/18/2005,18.3.05
1898-11-26,11.1898.06
1899-7-27,7.1899.07
3/30/2000,30.3.00
3/2/2008,2.3.08
10/31/2008,31.10.08
6/11/2006,11.6.06
3/24/2009,24.3.09
4/7/2008,7.4.08
12/23/2011,23.12.11
12/8/2008,8.12.08
4/23/2005,23.4.05
5/23/2008,23.5.08
3/5/2011,5.3.01
1/24/2007,24.1.07
1/1/2006,1.1.06
8/12/2005,12.8.05
3/17/2001,17.3.01
11/10/2000,10.11.00
empty,
,
1/31/2001,31.1.01
,
4/10/2010,10.4.00
3/9/2006,9.3.06
empty,
6/5/2011,5.6.01
9/15/2008,15.9.08
11/29/2002,29.11.02
empty,
,
12/19/2009,19.12.09
,
8/30/2010,30.8.00
,
3/10/2006,10.3.06
6/30/2004,30.6.04
5/6/2010,6.5.10
6/4/2008,4.6.08
1/26/2000,26.1.00
9/12/2004,12.9.04
12/31/2008,31.12.08
1898-1-12,1.1898.02
1897-9-6,9.1897.06
6/7/2001,7.6.01
7/21/2004,21.7.04
8/10/2008,10.8.08
1899-4-30,4.1899.00
5/4/2001,4.5.01
5/22/2007,22.5.07
11/4/2009,4.11.09
1/20/2007,20.1.07
2/6/2004,6.2.04
2/18/2002,18.2.02
6/12/2007,12.6.07
,
1/12/2001,12.1.01
,
9/24/2010,24.9.00
empty,
empty,
empty,
,
,
empty,
empty,
,
,
9/25/2005,25.9.05
9/23/2003,23.9.03
,
12/21/2007,21.12.07
empty,
empty,
,
empty,
empty,
5/3/2003,3.5.03
6/26/2009,26.6.09
10/26/2000,26.10.00
3/16/2001,16.3.01
1892-5-9,5.1892.09
5/17/2005,17.5.05
8/3/2007,3.8.07
9/1/2003,1.9.03
9/14/2008,14.9.08
9/14/2007,14.9.07
12/29/2000,29.12.00
9/6/2000,6.9.00
2/17/2008,17.2.08
2/20/2011,20.2.01
12/5/2008,5.12.08
5/10/2010,10.5.00
11/18/2003,18.11.03
12/2/2009,2.12.09
9/13/2004,13.9.04
4/5/2014,5.4.14
7/26/2001,26.7.01
10/7/2004,7.10.04
9/18/2005,18.9.05
11/20/2002,20.11.02
3/19/2009,19.3.09
12/6/2007,6.12.07
3/26/2004,26.3.04
7/11/2010,11.7.10
12/26/2005,26.12.05
11/22/2007,22.11.07
8/23/2010,23.8.00
5/15/2001,15.5.01
6/5/2006,5.6.06
12/2/2001,2.12.01
12/7/2009,7.12.09
2/25/2002,25.2.02
5/15/2005,15.5.05
12/26/2005,26.12.05
11/13/2012,13.11.02
3/7/2006,7.3.06
12/17/2008,17.12.08
9/30/2006,30.9.06
5/31/2010,31.5.10
1/17/2007,17.1.07
5/30/2013,30.5.13
10/14/2012,14.10.12
8/31/2009,31.8.09
3/5/2006,5.3.06
12/25/2009,25.12.09
12/2/2014,2.12.14
6/2/2004,2.6.04
5/16/2007,16.5.07
1/23/2002,23.1.02
8/5/2009,5.8.09
6/6/2011,6.6.01
6/4/2008,4.6.08
1/27/2012,27.1.02
7/5/2005,5.7.05
3/1/2007,1.3.07
3/7/2004,7.3.04
11/12/2007,12.11.07
3/23/2010,23.3.00
11/26/2009,26.11.09
1/4/2007,4.1.07
11/10/2014,10.11.04
1/1/2000,1.1.00
6/6/2008,6.6.08
12/9/2008,9.12.08
2/7/2012,7.2.02
6/18/2008,18.6.08
6/16/2008,16.6.08
3/10/2012,10.3.02
11/15/2010,15.11.10
11/13/2006,13.11.06
11/7/2012,7.11.02
1/25/2009,25.1.09
3/20/2013,20.3.03
3/1/2013,1.3.03
8/3/2012,3.8.12
4/16/2012,16.4.02
9/2/2007,2.9.07
11/20/2011,20.11.11
9/25/2013,25.9.13
2/22/2007,22.2.07
11/28/2008,28.11.08
3/6/2005,6.3.05
5/21/2010,21.5.00
10/31/2005,31.10.05
5/20/2003,20.5.03
5/1/2004,1.5.04
2/9/2011,9.2.11
5/29/2010,29.5.10
2/7/2011,7.2.01
6/22/2007,22.6.07
6/16/2011,16.6.01
3/18/2006,18.3.06
2/10/2003,10.2.03
11/28/2005,28.11.05
3/5/2013,5.3.13
10/10/2010,10.10.00
11/12/2002,12.11.02
9/23/2011,23.9.01
3/23/2006,23.3.06
8/28/2010,28.8.10
12/26/2007,26.12.07
2/9/2012,9.2.12
4/14/2011,14.4.11
11/5/2012,5.11.02
8/8/2004,8.8.04
10/14/2012,14.10.02
2/15/2009,15.2.09
12/8/2005,8.12.05
3/16/2012,16.3.02
12/31/2007,31.12.07
5/25/2012,25.5.12
2/11/2012,11.2.02
9/24/2007,24.9.07
9/4/2006,4.9.06
9/15/2011,15.9.01
3/28/2009,28.3.09
7/17/2005,17.7.05
7/1/2008,1.7.08
5/7/2005,7.5.05
12/16/2006,16.12.06
6/10/2010,10.6.00
1/21/2001,21.1.01
5/30/2005,30.5.05
8/19/2011,19.8.01
2/13/2013,13.2.13
12/29/2008,29.12.08
3/2/2011,2.3.01
3/5/2013,5.3.03
1/24/2011,24.1.11
6/9/2008,9.6.08
3/5/2008,5.3.08
2/8/2012,8.2.02
9/15/2012,15.9.02
empty,
5/28/2005,28.5.05
9/4/2010,4.9.10
10/14/2002,14.10.02
3/12/2012,12.3.02
4/23/2012,23.4.12
6/30/2006,30.6.06
3/5/2006,5.3.06
2/11/2009,11.2.09
6/30/2006,30.6.06
11/20/2008,20.11.08
3/7/2009,7.3.09
empty,
8/29/2011,29.8.11
,
,
empty,
10/28/2008,28.10.08
11/10/2014,10.11.14
,
12/17/2013,17.12.13
2/4/2013,4.2.13
10/8/2007,8.10.07
8/2/2011,2.8.01
7/28/2006,28.7.06
6/9/2011,9.6.01
,
9/6/2009,6.9.09
8/5/2013,5.8.13
1/12/2005,12.1.05
11/3/2007,3.11.07
10/30/2009,30.10.09
3/23/2004,23.3.04
3/3/2003,3.3.03
6/15/2005,15.6.05
5/7/2010,7.5.00
2/14/2007,14.2.07
1/18/2006,18.1.06
9/16/2005,16.9.05
3/26/2009,26.3.09
10/1/2009,1.10.09
8/16/2004,16.8.04
5/22/2002,22.5.02
9/28/2007,28.9.07
2/5/2006,5.2.06
7/9/2009,9.7.09
1/4/2005,4.1.05
6/19/2006,19.6.06
7/19/2008,19.7.08
10/29/2006,29.10.06
6/15/2011,15.6.11
5/16/2012,16.5.02
4/15/2012,15.4.02
5/30/2012,30.5.02
6/16/2009,16.6.09
11/1/2007,1.11.07
2/15/2007,15.2.07
6/16/2014,16.6.04
2/19/2007,19.2.07
8/21/2013,21.8.03
4/20/2008,20.4.08
12/10/2007,10.12.07
11/17/2008,17.11.08
7/14/2013,14.7.03
2/27/2005,27.2.05
12/25/2005,25.12.05
6/9/2013,9.6.03
2/13/2013,13.2.13
7/30/2006,30.7.06
12/30/2008,30.12.08
6/12/2007,12.6.07
7/15/2009,15.7.09
11/27/2003,27.11.03
4/16/2009,16.4.09
8/21/2009,21.8.09
2/17/2003,17.2.03
4/13/2009,13.4.09
9/28/2012,28.9.12
2/3/2012,3.2.02
11/25/2010,25.11.10
10/4/2011,4.10.11
11/10/2010,10.11.10
11/8/2011,8.11.11
11/3/2011,3.11.01
1/23/2003,23.1.03
8/5/2003,5.8.03
1/21/2004,21.1.04
10/7/2010,7.10.00
3/15/2010,15.3.00
7/12/2004,12.7.04
5/14/2011,14.5.01
4/29/2015,29.4.05
3/1/2014,1.3.14
2/21/2009,21.2.09
,
,
2/1/2009,1.2.09
,
1/24/2011,24.1.01
5/22/2011,22.5.01
,
empty,
3/21/2015,21.3.15
,
9/15/2010,15.9.00
,
empty,
6/6/2009,6.6.09
,
2/4/2011,4.2.11
8/12/2007,12.8.07
,
9/12/2009,12.9.09
5/14/2010,14.5.10
10/24/2012,24.10.02
2/26/2012,26.2.02
10/31/2008,31.10.08
8/10/2008,10.8.08
9/26/2010,26.9.00
8/12/2010,12.8.00
9/26/2009,26.9.09
12/19/2011,19.12.01
,
1/23/2011,23.1.01
empty,
12/29/2011,29.12.11
1/14/2011,14.1.01
4/6/2007,6.4.07
1/18/2009,18.1.09
12/30/2010,30.12.00
4/29/2009,29.4.09
8/12/2005,12.8.05
,
1/11/2006,11.1.06
empty,
1/1/2013,1.1.13
,
4/10/2008,10.4.08
