"1983.83.243","object/id/1983_83_243"
"2000.58.1A-B","object/id/2000_58_1A-B"
"2000.62.11A-C","object/id/2000_62_11A-C"
"2000.62.12A-C","object/id/2000_62_12A-C"
"2000.63.1","object/id/2000_63_1"
"2000.63.3","object/id/2000_63_3"
"2000.64.2","object/id/2000_64_2"
"2000.76.21","object/id/2000_76_21"
"2000.76.21","object/id/2000_76_21"
"2000.76.4","object/id/2000_76_4"
"2000.76.4","object/id/2000_76_4"
"2000.78","object/id/2000_78"
"1967.14.139","object/id/1967_14_139"
"2000.83.16","object/id/2000_83_16"
"2000.83.55A","object/id/2000_83_55A"
"2000.83.57","object/id/2000_83_57"
"2000.88","object/id/2000_88"
"1967.14.165","object/id/1967_14_165"
"1967.14.62","object/id/1967_14_62"
"2000.105.11","object/id/2000_105_11"
"2000.105.18","object/id/2000_105_18"
"2000.105.8","object/id/2000_105_8"
"2000.101","object/id/2000_101"
"1983.83.163","object/id/1983_83_163"
"1983.83.271","object/id/1983_83_271"
"1983.83.254","object/id/1983_83_254"
"1983.83.98","object/id/1983_83_98"
"1983.83.208","object/id/1983_83_208"
"1983.83.111","object/id/1983_83_111"
"1983.83.70","object/id/1983_83_70"
"1983.83.34","object/id/1983_83_34"
"1983.83.82","object/id/1983_83_82"
"1983.83.82","object/id/1983_83_82"
"1983.83.48","object/id/1983_83_48"
"1983.83.24","object/id/1983_83_24"
"1983.83.113","object/id/1983_83_113"
"1983.83.170","object/id/1983_83_170"
"XX73","object/id/XX73"
"1983.63.1861","object/id/1983_63_1861"
"1983.63.1871","object/id/1983_63_1871"
"1964.1.156","object/id/1964_1_156"
"1972.2.11","object/id/1972_2_11"
"1972.2.29","object/id/1972_2_29"
"1972.2.35","object/id/1972_2_35"
"1972.2.40","object/id/1972_2_40"
"1979.98.51","object/id/1979_98_51"
"1985.30.9","object/id/1985_30_9"
"1972.96","object/id/1972_96"
"1971.358A-B","object/id/1971_358A-B"
"1983.63.319","object/id/1983_63_319"
"1974.28.9","object/id/1974_28_9"
"1973.122.28","object/id/1973_122_28"
"1974.13.2","object/id/1974_13_2"
"1971.447.17","object/id/1971_447_17"
"1964.1.216","object/id/1964_1_216"
"1959.14","object/id/1959_14"
"1935.13.50","object/id/1935_13_50"
"1985.66.181","object/id/1985_66_181"
"1985.66.545","object/id/1985_66_545"
"1985.66.382","object/id/1985_66_382"
"1985.66.103","object/id/1985_66_103"
"1985.66.400","object/id/1985_66_400"
"1984.139.2","object/id/1984_139_2"
"1985.66.596","object/id/1985_66_596"
"1985.66.6","object/id/1985_66_6"
"1985.66.407","object/id/1985_66_407"
"1985.66.17","object/id/1985_66_17"
"1985.66.446","object/id/1985_66_446"
"1985.66.532","object/id/1985_66_532"
"1985.66.294","object/id/1985_66_294"
"1985.66.185","object/id/1985_66_185"
"1985.66.165","object/id/1985_66_165"
"1985.66.1","object/id/1985_66_1"
"1985.66.11","object/id/1985_66_11"
"1985.66.262","object/id/1985_66_262"
"1985.66.465","object/id/1985_66_465"
"1985.66.301","object/id/1985_66_301"
"1984.139.1","object/id/1984_139_1"
"1985.66.339","object/id/1985_66_339"
"1985.66.76","object/id/1985_66_76"
"1985.66.470","object/id/1985_66_470"
"1985.66.395","object/id/1985_66_395"
"1985.66.19-21","object/id/1985_66_19-21"
"1985.66.345","object/id/1985_66_345"
"1985.66.233","object/id/1985_66_233"
"1985.66.43","object/id/1985_66_43"
"1985.66.468","object/id/1985_66_468"
"1986.65.105","object/id/1986_65_105"
"1979.159.40","object/id/1979_159_40"
"1975.7.3","object/id/1975_7_3"
"1986.6.16","object/id/1986_6_16"
"1968.98.24","object/id/1968_98_24"
"1971.291.19","object/id/1971_291_19"
"1971.291.29","object/id/1971_291_29"
"1971.291.6","object/id/1971_291_6"
"1971.291.49","object/id/1971_291_49"
"1972.50","object/id/1972_50"
"1973.177.2","object/id/1973_177_2"
"1983.63.331","object/id/1983_63_331"
"1986.92.14","object/id/1986_92_14"
"1929.6.15","object/id/1929_6_15"
"1983.83.117","object/id/1983_83_117"
"1983.83.11","object/id/1983_83_11"
"1983.83.274","object/id/1983_83_274"
"1983.83.227","object/id/1983_83_227"
"1983.83.202","object/id/1983_83_202"
"1983.83.225","object/id/1983_83_225"
"1983.83.108","object/id/1983_83_108"
"1983.83.109","object/id/1983_83_109"
"1983.83.85","object/id/1983_83_85"
"1983.83.90","object/id/1983_83_90"
"1983.83.150","object/id/1983_83_150"
"1978.80.5","object/id/1978_80_5"
"1983.63.1866","object/id/1983_63_1866"
"1983.63.1853","object/id/1983_63_1853"
"1983.63.1851","object/id/1983_63_1851"
"1972.2.16","object/id/1972_2_16"
"1972.2.41","object/id/1972_2_41"
"1972.2.32","object/id/1972_2_32"
"1935.13.521","object/id/1935_13_521"
"1978.93","object/id/1978_93"
"1986.6.12","object/id/1986_6_12"
"1968.62.1","object/id/1968_62_1"
"1986.65.103A","object/id/1986_65_103A"
"1929.6.135","object/id/1929_6_135"
"1978.60","object/id/1978_60"
"1952.13.76","object/id/1952_13_76"
"1936.12.6","object/id/1936_12_6"
"1984.124.49","object/id/1984_124_49"
"1975.168","object/id/1975_168"
"1980.49.4","object/id/1980_49_4"
"1981.10.2","object/id/1981_10_2"
"1985.66.157","object/id/1985_66_157"
"1985.66.16","object/id/1985_66_16"
"1985.66.70","object/id/1985_66_70"
"1985.66.114","object/id/1985_66_114"
"1985.66.425","object/id/1985_66_425"
"1985.66.408","object/id/1985_66_408"
"1985.66.241","object/id/1985_66_241"
"1985.66.304","object/id/1985_66_304"
"1985.66.353","object/id/1985_66_353"
"1985.66.520","object/id/1985_66_520"
"1985.66.528","object/id/1985_66_528"
"1985.66.386,439","object/id/1985_66_386_439"
"1985.66.163","object/id/1985_66_163"
"1985.66.189","object/id/1985_66_189"
"1985.66.386,503","object/id/1985_66_386_503"
"1985.66.594-U","object/id/1985_66_594-U"
"1985.66.221","object/id/1985_66_221"
"1985.66.464","object/id/1985_66_464"
"1985.66.279","object/id/1985_66_279"
"1985.66.567","object/id/1985_66_567"
"1985.66.179","object/id/1985_66_179"
"1985.66.387","object/id/1985_66_387"
"1985.66.249","object/id/1985_66_249"
"1985.66.125","object/id/1985_66_125"
"1985.66.347","object/id/1985_66_347"
"1985.66.55","object/id/1985_66_55"
"1985.66.9","object/id/1985_66_9"
"1971.444","object/id/1971_444"
"1975.169","object/id/1975_169"
"1964.1.55","object/id/1964_1_55"
"1973.19.2","object/id/1973_19_2"
"1975.88","object/id/1975_88"
"1981.172.16","object/id/1981_172_16"
"1971.291.14","object/id/1971_291_14"
"1971.291.35","object/id/1971_291_35"
"1979.144.97","object/id/1979_144_97"
"1969.6.4","object/id/1969_6_4"
"1967.72.52","object/id/1967_72_52"
"1967.72.51","object/id/1967_72_51"
"1974.28.11","object/id/1974_28_11"
"1986.92.13","object/id/1986_92_13"
"1974.38.39","object/id/1974_38_39"
"1974.38.42","object/id/1974_38_42"
"1969.31.1","object/id/1969_31_1"
"1969.31.20","object/id/1969_31_20"
"1969.31.8","object/id/1969_31_8"
"1969.31.12","object/id/1969_31_12"
"1971.291.50","object/id/1971_291_50"
"1983.90.215","object/id/1983_90_215"
"1969.16.3","object/id/1969_16_3"
"1988.46","object/id/1988_46"
"1985.24.3","object/id/1985_24_3"
"1969.24","object/id/1969_24"
"1983.113A-D","object/id/1983_113A-D"
"1998.104.4","object/id/1998_104_4"
"1998.142.3.2","object/id/1998_142_3_2"
"1998.149.14","object/id/1998_149_14"
"1998.152A-C","object/id/1998_152A-C"
"1998.154","object/id/1998_154"
"1999.18","object/id/1999_18"
"1999.42","object/id/1999_42"
"1999.44","object/id/1999_44"
"1999.50","object/id/1999_50"
"1999.50","object/id/1999_50"
"1997.105.33","object/id/1997_105_33"
"1997.105.19","object/id/1997_105_19"
"1997.105.22","object/id/1997_105_22"
"1999.60A-E","object/id/1999_60A-E"
"1995.87.2","object/id/1995_87_2"
"1996.99.8","object/id/1996_99_8"
"1996.99.67.6","object/id/1996_99_67_6"
"1996.99.19","object/id/1996_99_19"
"1996.99.26","object/id/1996_99_26"
"1999.67.10","object/id/1999_67_10"
"1999.67.16","object/id/1999_67_16"
"1973.130.40","object/id/1973_130_40"
"1973.130.50","object/id/1973_130_50"
"1973.130.70","object/id/1973_130_70"
"1973.130.74","object/id/1973_130_74"
"1999.85.6","object/id/1999_85_6"
"1999.97.5","object/id/1999_97_5"
"1999.97.32","object/id/1999_97_32"
"1999.103","object/id/1999_103"
"2000.5","object/id/2000_5"
"2000.7","object/id/2000_7"
"2000.10","object/id/2000_10"
"2000.31","object/id/2000_31"
"2000.31","object/id/2000_31"
"2000.41.7A-B","object/id/2000_41_7A-B"
"2000.41.9","object/id/2000_41_9"
"2000.43.27","object/id/2000_43_27"
"2000.43.29","object/id/2000_43_29"
"2000.43.55","object/id/2000_43_55"
"2000.43.62","object/id/2000_43_62"
"2000.47.17","object/id/2000_47_17"
"2000.47.18","object/id/2000_47_18"
"2000.55","object/id/2000_55"
"2000.56","object/id/2000_56"
"2000.62.17","object/id/2000_62_17"
"2000.65A-B","object/id/2000_65A-B"
"2000.69","object/id/2000_69"
"2000.76.3","object/id/2000_76_3"
"2000.76.3","object/id/2000_76_3"
"2000.76.5","object/id/2000_76_5"
"2000.76.5","object/id/2000_76_5"
"2000.77A-C","object/id/2000_77A-C"
"2000.79","object/id/2000_79"
"1967.14.32","object/id/1967_14_32"
"1967.14.65","object/id/1967_14_65"
"1967.14.71","object/id/1967_14_71"
"2000.83.43","object/id/2000_83_43"
"2000.83.52","object/id/2000_83_52"
"2000.83.67","object/id/2000_83_67"
"1967.14.161","object/id/1967_14_161"
"2000.105.10","object/id/2000_105_10"
"2000.105.12","object/id/2000_105_12"
"2000.106.8","object/id/2000_106_8"
"1973.167.13","object/id/1973_167_13"
"1973.167.19","object/id/1973_167_19"
"1973.167.48","object/id/1973_167_48"
"1973.167.50","object/id/1973_167_50"
"1950.2.19B","object/id/1950_2_19B"
"2001.14","object/id/2001_14"
"1950.2.47","object/id/1950_2_47"
"1973.167.4","object/id/1973_167_4"
"1973.167.12","object/id/1973_167_12"
"1973.167.46","object/id/1973_167_46"
"1973.167.49","object/id/1973_167_49"
"1973.167.53","object/id/1973_167_53"
"1973.167.70","object/id/1973_167_70"
"2001.1.1A","object/id/2001_1_1A"
"2001.1.2D","object/id/2001_1_2D"
"1950.2.19A","object/id/1950_2_19A"
"1950.2.48","object/id/1950_2_48"
"1950.2.55","object/id/1950_2_55"
"1950.2.62","object/id/1950_2_62"
"1992.66.10","object/id/1992_66_10"
"1992.66.17","object/id/1992_66_17"
"1992.66.24","object/id/1992_66_24"
"1992.32.27","object/id/1992_32_27"
"1992.25.2","object/id/1992_25_2"
"1991.180.2","object/id/1991_180_2"
"1991.112.7","object/id/1991_112_7"
"1992.32.39","object/id/1992_32_39"
"1992.32.17","object/id/1992_32_17"
"1992.13.16","object/id/1992_13_16"
"1992.13.27","object/id/1992_13_27"
"1992.13.62","object/id/1992_13_62"
"1992.13.42","object/id/1992_13_42"
"1992.13.71","object/id/1992_13_71"
"1992.13.110","object/id/1992_13_110"
"1968.154.385","object/id/1968_154_385"
"1991.162.2","object/id/1991_162_2"
"1992.26.6","object/id/1992_26_6"
"1991.157.4","object/id/1991_157_4"
"1992.19.3","object/id/1992_19_3"
"1992.48.7","object/id/1992_48_7"
"1992.15.6","object/id/1992_15_6"
"1992.53.1","object/id/1992_53_1"
"1992.53.8","object/id/1992_53_8"
"1992.72.4","object/id/1992_72_4"
"1992.72.12","object/id/1992_72_12"
"1992.65.2","object/id/1992_65_2"
"1992.65.2","object/id/1992_65_2"
"1992.101.9","object/id/1992_101_9"
"1992.101.16","object/id/1992_101_16"
"1992.103","object/id/1992_103"
"1992.13.32","object/id/1992_13_32"
"1992.118A-B","object/id/1992_118A-B"
"1967.59.63R-V","object/id/1967_59_63R-V"
"1993.13.3","object/id/1993_13_3"
"1993.16.2","object/id/1993_16_2"
"1993.16.9","object/id/1993_16_9"
"1993.16.38","object/id/1993_16_38"
"1993.16.44","object/id/1993_16_44"
"1993.16.51","object/id/1993_16_51"
"1993.16.58","object/id/1993_16_58"
"1993.27","object/id/1993_27"
"1993.29.1","object/id/1993_29_1"
"1993.29.1","object/id/1993_29_1"
"1993.33","object/id/1993_33"
"1993.38.1","object/id/1993_38_1"
"1993.44.1","object/id/1993_44_1"
"1993.51","object/id/1993_51"
"1993.59.1","object/id/1993_59_1"
"1993.62.1","object/id/1993_62_1"
"1993.54.19","object/id/1993_54_19"
"1993.75.3","object/id/1993_75_3"
"1993.78.1","object/id/1993_78_1"
"1993.12.12","object/id/1993_12_12"
"1993.12.19","object/id/1993_12_19"
"1994.11.3","object/id/1994_11_3"
"1994.23.2","object/id/1994_23_2"
"1994.25","object/id/1994_25"
"1994.32","object/id/1994_32"
"1994.48","object/id/1994_48"
"1994.48","object/id/1994_48"
"1994.52","object/id/1994_52"
"1991.143.3","object/id/1991_143_3"
"1991.56.16","object/id/1991_56_16"
"1991.56.9","object/id/1991_56_9"
"1981.154.21","object/id/1981_154_21"
"1969.31.21","object/id/1969_31_21"
"1969.31.5","object/id/1969_31_5"
"1929.7.67","object/id/1929_7_67"
"1980.123.2","object/id/1980_123_2"
"1980.123.28","object/id/1980_123_28"
"1980.123.10","object/id/1980_123_10"
"1968.98.41","object/id/1968_98_41"
"1977.80","object/id/1977_80"
"1975.113","object/id/1975_113"
"1927.8.19","object/id/1927_8_19"
"1927.8.3","object/id/1927_8_3"
"1986.92.20","object/id/1986_92_20"
"1986.57.16","object/id/1986_57_16"
"1935.13.91","object/id/1935_13_91"
"1935.13.550","object/id/1935_13_550"
"1973.18.5","object/id/1973_18_5"
"1979.99.1","object/id/1979_99_1"
"1971.191","object/id/1971_191"
"1971.447.25","object/id/1971_447_25"
"1979.26","object/id/1979_26"
"1986.92.22","object/id/1986_92_22"
"1986.65.244","object/id/1986_65_244"
"1974.28.209","object/id/1974_28_209"
"1971.84.69","object/id/1971_84_69"
"1971.102","object/id/1971_102"
"1950.10.4","object/id/1950_10_4"
"XX42","object/id/XX42"
"1968.150","object/id/1968_150"
"1965.18.60","object/id/1965_18_60"
"1971.270","object/id/1971_270"
"1972.85.2","object/id/1972_85_2"
"1967.9.3","object/id/1967_9_3"
"1977.108.26","object/id/1977_108_26"
"1965.18.24","object/id/1965_18_24"
"1935.13.553","object/id/1935_13_553"
"1970.52","object/id/1970_52"
"1972.75","object/id/1972_75"
"1975.95.1","object/id/1975_95_1"
"1968.98.9","object/id/1968_98_9"
"1974.28.64","object/id/1974_28_64"
"1971.147","object/id/1971_147"
"1975.83.50","object/id/1975_83_50"
"1968.137","object/id/1968_137"
"1929.6.47","object/id/1929_6_47"
"1985.66.387,778","object/id/1985_66_387_778"
"1935.13.561","object/id/1935_13_561"
"1983.90.44","object/id/1983_90_44"
"1986.65.248","object/id/1986_65_248"
"1969.118","object/id/1969_118"
"1909.7.25","object/id/1909_7_25"
"1975.83.2","object/id/1975_83_2"
"1911.7.1","object/id/1911_7_1"
"1974.3.3","object/id/1974_3_3"
"1967.53.2","object/id/1967_53_2"
"1983.63.602","object/id/1983_63_602"
"1971.430","object/id/1971_430"
"1962.13.52","object/id/1962_13_52"
"1962.13.44","object/id/1962_13_44"
"1962.13.31","object/id/1962_13_31"
"1962.13.27","object/id/1962_13_27"
"1973.139","object/id/1973_139"
"1979.159.42","object/id/1979_159_42"
"1979.159.8","object/id/1979_159_8"
"1967.101.3","object/id/1967_101_3"
"1972.121.2","object/id/1972_121_2"
"1935.13.120","object/id/1935_13_120"
"1988.19.8","object/id/1988_19_8"
"1988.19.12","object/id/1988_19_12"
"1973.52","object/id/1973_52"
"1968.13.3","object/id/1968_13_3"
"1986.92.27","object/id/1986_92_27"
"1942.11.1","object/id/1942_11_1"
"1976.148","object/id/1976_148"
"1979.98.95","object/id/1979_98_95"
"1984.112.4","object/id/1984_112_4"
"1980.17.2","object/id/1980_17_2"
"1968.98.36","object/id/1968_98_36"
"1978.159.1","object/id/1978_159_1"
"1971.98","object/id/1971_98"
"1971.99","object/id/1971_99"
"1980.123.12","object/id/1980_123_12"
"1980.123.7","object/id/1980_123_7"
"1986.57.14","object/id/1986_57_14"
"1988.18.61","object/id/1988_18_61"
"1974.28.57","object/id/1974_28_57"
"1992.37.11","object/id/1992_37_11"
"1992.37.12","object/id/1992_37_12"
"1992.70.1","object/id/1992_70_1"
