"1994.91.229","object/id/1994_91_229"
"1997.108.7","object/id/1997_108_7"
"1997.124.28","object/id/1997_124_28"
"1997.124.45.9","object/id/1997_124_45_9"
"1997.124.141","object/id/1997_124_141"
"1997.124.172","object/id/1997_124_172"
"1998.33","object/id/1998_33"
"1970.355.93","object/id/1970_355_93"
"1971.15","object/id/1971_15"
"1971.291.38","object/id/1971_291_38"
"1971.381","object/id/1971_381"
"1972.51","object/id/1972_51"
"1972.74.29","object/id/1972_74_29"
"1972.85.17A","object/id/1972_85_17A"
"1974.69.10","object/id/1974_69_10"
"1975.47","object/id/1975_47"
"1975.59.2","object/id/1975_59_2"
"1991.69.2","object/id/1991_69_2"
"1991.205.1","object/id/1991_205_1"
"1992.70.2","object/id/1992_70_2"
"1993.48.7","object/id/1993_48_7"
"1994.11.3","object/id/1994_11_3"
"1994.65","object/id/1994_65"
"1935.13.3","object/id/1935_13_3"
"1935.13.33","object/id/1935_13_33"
"1994.115.6","object/id/1994_115_6"
"1995.50.18","object/id/1995_50_18"
"1995.70.2","object/id/1995_70_2"
"1996.18","object/id/1996_18"
"1996.91.15","object/id/1996_91_15"
"1997.105.34","object/id/1997_105_34"
"1997.108.20","object/id/1997_108_20"
"1997.124.11","object/id/1997_124_11"
"1997.124.146","object/id/1997_124_146"
"1970.29","object/id/1970_29"
"1971.333","object/id/1971_333"
"1971.434","object/id/1971_434"
"1971.447.31","object/id/1971_447_31"
"1971.447.33","object/id/1971_447_33"
"1971.447.77","object/id/1971_447_77"
"1972.74.27","object/id/1972_74_27"
"1972.74.34","object/id/1972_74_34"
"1972.74.41","object/id/1972_74_41"
"1972.171","object/id/1972_171"
"1973.167.20","object/id/1973_167_20"
"1975.60.2","object/id/1975_60_2"
"1975.65","object/id/1975_65"
"1991.69.3","object/id/1991_69_3"
"1991.69.5","object/id/1991_69_5"
"1991.112.27","object/id/1991_112_27"
"1992.37.5","object/id/1992_37_5"
"1992.70.2","object/id/1992_70_2"
"1992.101.15","object/id/1992_101_15"
"1993.31.1A-I","object/id/1993_31_1A-I"
"1994.107A-C","object/id/1994_107A-C"
"1996.91.25","object/id/1996_91_25"
"1997.105.9","object/id/1997_105_9"
"1997.124.3","object/id/1997_124_3"
"1997.124.9","object/id/1997_124_9"
"1997.124.42A-B","object/id/1997_124_42A-B"
"1997.124.87","object/id/1997_124_87"
"1997.124.187","object/id/1997_124_187"
"1970.255","object/id/1970_255"
"1971.291.6","object/id/1971_291_6"
"1971.291.21","object/id/1971_291_21"
"1971.314","object/id/1971_314"
"1972.74.9","object/id/1972_74_9"
"1972.77","object/id/1972_77"
"1973.4","object/id/1973_4"
"1973.27","object/id/1973_27"
"1973.141.1","object/id/1973_141_1"
"1974.88.28","object/id/1974_88_28"
"1992.43.17","object/id/1992_43_17"
"1992.104","object/id/1992_104"
"1993.1.1","object/id/1993_1_1"
"1993.31.1A-I","object/id/1993_31_1A-I"
"1994.12.6","object/id/1994_12_6"
"2014.4.4","object/id/2014_4_4"
"1976.48.13","object/id/1976_48_13"
"1935.12.2","object/id/1935_12_2"
"1935.13.40","object/id/1935_13_40"
"1935.13.520","object/id/1935_13_520"
"1937.7.1","object/id/1937_7_1"
"1994.91.145","object/id/1994_91_145"
"1994.107A-C","object/id/1994_107A-C"
"1995.3.1","object/id/1995_3_1"
"1995.50.9","object/id/1995_50_9"
"1996.13","object/id/1996_13"
"1996.23","object/id/1996_23"
"1996.47.2","object/id/1996_47_2"
"1996.91.18","object/id/1996_91_18"
"1997.108.24","object/id/1997_108_24"
"1997.124.15","object/id/1997_124_15"
"1997.124.39","object/id/1997_124_39"
"1997.124.55","object/id/1997_124_55"
"1997.124.103A-Q","object/id/1997_124_103A-Q"
"1997.124.174","object/id/1997_124_174"
"1998.18","object/id/1998_18"
"1971.291.8","object/id/1971_291_8"
"1971.447.74","object/id/1971_447_74"
"1972.24.3","object/id/1972_24_3"
"1972.74.32","object/id/1972_74_32"
"1972.74.43","object/id/1972_74_43"
"1972.148","object/id/1972_148"
"1973.72.2","object/id/1973_72_2"
"1973.167.26","object/id/1973_167_26"
"1974.69.15","object/id/1974_69_15"
"1974.82.1","object/id/1974_82_1"
"1975.28.3","object/id/1975_28_3"
"1991.70.4","object/id/1991_70_4"
"1991.112.29","object/id/1991_112_29"
"1991.165","object/id/1991_165"
"1994.107A-C","object/id/1994_107A-C"
"1994.118.2","object/id/1994_118_2"
"1995.2.2","object/id/1995_2_2"
"1995.47A-N","object/id/1995_47A-N"
"1995.50.6","object/id/1995_50_6"
"1997.25.5","object/id/1997_25_5"
"1997.86","object/id/1997_86"
"1997.108.13","object/id/1997_108_13"
"1997.124.25","object/id/1997_124_25"
"1997.124.38R-V","object/id/1997_124_38R-V"
"1997.124.54A-C","object/id/1997_124_54A-C"
"1997.124.80","object/id/1997_124_80"
"1970.97","object/id/1970_97"
"1970.355.409","object/id/1970_355_409"
"1971.7","object/id/1971_7"
"1971.291.48","object/id/1971_291_48"
"1971.447.40","object/id/1971_447_40"
"1971.447.43","object/id/1971_447_43"
"1971.456.11","object/id/1971_456_11"
"1972.74.40","object/id/1972_74_40"
"1973.26","object/id/1973_26"
"1973.47","object/id/1973_47"
"1973.152.2","object/id/1973_152_2"
"1974.28.272","object/id/1974_28_272"
"1974.69.14","object/id/1974_69_14"
"1975.87","object/id/1975_87"
"1991.62","object/id/1991_62"
"1991.96.1","object/id/1991_96_1"
"1991.185.1","object/id/1991_185_1"
"1994.91.172","object/id/1994_91_172"
"1994.96.1","object/id/1994_96_1"
"1994.113","object/id/1994_113"
"1995.20.3","object/id/1995_20_3"
"1995.47A-N","object/id/1995_47A-N"
"1996.15.2","object/id/1996_15_2"
"1996.47.5","object/id/1996_47_5"
"1996.81.4","object/id/1996_81_4"
"1996.91.23","object/id/1996_91_23"
"1997.49","object/id/1997_49"
"1997.105.13","object/id/1997_105_13"
"1997.105.23","object/id/1997_105_23"
"1997.124.45.5","object/id/1997_124_45_5"
"1970.321","object/id/1970_321"
"1971.3","object/id/1971_3"
"1971.84.260","object/id/1971_84_260"
"1971.98","object/id/1971_98"
"1971.291.4","object/id/1971_291_4"
"1972.74.22","object/id/1972_74_22"
"1972.74.36","object/id/1972_74_36"
"1972.74.39","object/id/1972_74_39"
"1972.149","object/id/1972_149"
"1973.45","object/id/1973_45"
"1973.115","object/id/1973_115"
"1975.41.3","object/id/1975_41_3"
"1975.93.1","object/id/1975_93_1"
"1991.122.2R-V","object/id/1991_122_2R-V"
"1991.156.1","object/id/1991_156_1"
"1994.94","object/id/1994_94"
"1995.47A-N","object/id/1995_47A-N"
"1995.50.36","object/id/1995_50_36"
"1995.50.38","object/id/1995_50_38"
"1996.91.44","object/id/1996_91_44"
"1997.2A-B","object/id/1997_2A-B"
"1997.79.2","object/id/1997_79_2"
"1997.108.12","object/id/1997_108_12"
"1997.124.194","object/id/1997_124_194"
"1998.32","object/id/1998_32"
"1970.355.115","object/id/1970_355_115"
"1970.356","object/id/1970_356"
"1971.291.43","object/id/1971_291_43"
"1971.446.179","object/id/1971_446_179"
"1971.446.182A-B","object/id/1971_446_182A-B"
"1971.447.42","object/id/1971_447_42"
"1972.1","object/id/1972_1"
"1972.167.90","object/id/1972_167_90"
"1972.167.92","object/id/1972_167_92"
"1974.34.1","object/id/1974_34_1"
"1975.83.1","object/id/1975_83_1"
"1975.97.1","object/id/1975_97_1"
"1991.112.36","object/id/1991_112_36"
"1991.191","object/id/1991_191"
"1991.205.8","object/id/1991_205_8"
"1992.43.7","object/id/1992_43_7"
"1992.64.1","object/id/1992_64_1"
"1992.101.4","object/id/1992_101_4"
"1994.91.153","object/id/1994_91_153"
"1996.47.3","object/id/1996_47_3"
"1996.67","object/id/1996_67"
"1997.108.32","object/id/1997_108_32"
"1997.108.65","object/id/1997_108_65"
"1997.115","object/id/1997_115"
"1997.124.46A-B","object/id/1997_124_46A-B"
"1997.124.173","object/id/1997_124_173"
"1997.124.183","object/id/1997_124_183"
"1998.31.2","object/id/1998_31_2"
"1970.220A-B","object/id/1970_220A-B"
"1971.84.94","object/id/1971_84_94"
"1971.291.51","object/id/1971_291_51"
"1971.446.200","object/id/1971_446_200"
"1972.74.10","object/id/1972_74_10"
"1972.74.25","object/id/1972_74_25"
"1973.18.2","object/id/1973_18_2"
"1973.123.6","object/id/1973_123_6"
"1974.21","object/id/1974_21"
"1974.33.1","object/id/1974_33_1"
"1975.49.2","object/id/1975_49_2"
"1975.59.1","object/id/1975_59_1"
"1975.74","object/id/1975_74"
"1991.205.4","object/id/1991_205_4"
"1992.35","object/id/1992_35"
"1992.64.1","object/id/1992_64_1"
"1993.49.2","object/id/1993_49_2"
"1993.54.3","object/id/1993_54_3"
"1994.91.157","object/id/1994_91_157"
"1994.91.226","object/id/1994_91_226"
"1994.12","object/id/1994_12"
"1995.37","object/id/1995_37"
"1996.38","object/id/1996_38"
"1996.47.4","object/id/1996_47_4"
"1996.91.11","object/id/1996_91_11"
"1997.79.4","object/id/1997_79_4"
"1997.105.2","object/id/1997_105_2"
"1997.105.21","object/id/1997_105_21"
"1997.108.31","object/id/1997_108_31"
"1970.101","object/id/1970_101"
"1971.163","object/id/1971_163"
"1971.291.13","object/id/1971_291_13"
"1971.447.92","object/id/1971_447_92"
"1972.74.14","object/id/1972_74_14"
"1973.32.1","object/id/1973_32_1"
"1973.133.3","object/id/1973_133_3"
"1973.152.1","object/id/1973_152_1"
"1975.52","object/id/1975_52"
"1975.92.1","object/id/1975_92_1"
"1991.65.5","object/id/1991_65_5"
"1991.185.3","object/id/1991_185_3"
"1991.205.13","object/id/1991_205_13"
"1992.7.2","object/id/1992_7_2"
"1992.11.9","object/id/1992_11_9"
"1992.41","object/id/1992_41"
"1992.43.14","object/id/1992_43_14"
"1994.91.158","object/id/1994_91_158"
"1994.118.1","object/id/1994_118_1"
"1995.21","object/id/1995_21"
"1995.47A-N","object/id/1995_47A-N"
"1996.91.28","object/id/1996_91_28"
"1996.91.55","object/id/1996_91_55"
"1997.108.14","object/id/1997_108_14"
"1997.112A-B","object/id/1997_112A-B"
"1997.124.24","object/id/1997_124_24"
"1997.124.45.8","object/id/1997_124_45_8"
"1997.124.81A-D","object/id/1997_124_81A-D"
"1970.95","object/id/1970_95"
"1971.2","object/id/1971_2"
"1971.291.42","object/id/1971_291_42"
"1971.446.178","object/id/1971_446_178"
"1971.447.39","object/id/1971_447_39"
"1972.1","object/id/1972_1"
"1973.12","object/id/1973_12"
"1973.43","object/id/1973_43"
"1973.76.1","object/id/1973_76_1"
"1973.188.2","object/id/1973_188_2"
"1991.112.10","object/id/1991_112_10"
"1991.156.2","object/id/1991_156_2"
"1991.205.6","object/id/1991_205_6"
"1992.9.2","object/id/1992_9_2"
"1992.11.4","object/id/1992_11_4"
"1992.24A-C","object/id/1992_24A-C"
"1992.42","object/id/1992_42"
"1992.43.2","object/id/1992_43_2"
"XX5","object/id/XX5"
"1994.91.241","object/id/1994_91_241"
"1994.107A-C","object/id/1994_107A-C"
"1996.91.12","object/id/1996_91_12"
"1997.108.28","object/id/1997_108_28"
"1997.124.51","object/id/1997_124_51"
"1997.124.142","object/id/1997_124_142"
"1997.124.188","object/id/1997_124_188"
"1998.5","object/id/1998_5"
"1970.267","object/id/1970_267"
"1970.355.232","object/id/1970_355_232"
"1971.73","object/id/1971_73"
"1971.291.17","object/id/1971_291_17"
"1971.291.30","object/id/1971_291_30"
"1972.74.5","object/id/1972_74_5"
"1972.74.12","object/id/1972_74_12"
"1972.8","object/id/1972_8"
"1973.3","object/id/1973_3"
"1974.69.13","object/id/1974_69_13"
"1991.168","object/id/1991_168"
"1992.43.11","object/id/1992_43_11"
"1992.115","object/id/1992_115"
"1993.31.1A-I","object/id/1993_31_1A-I"
"1994.11.4","object/id/1994_11_4"
"1994.12.5","object/id/1994_12_5"
"1935.12.6","object/id/1935_12_6"
"1935.13.44","object/id/1935_13_44"
"1936.12.2","object/id/1936_12_2"
"1941.5.1","object/id/1941_5_1"
"XX117","object/id/XX117"
"1994.91.154","object/id/1994_91_154"
"1994.91.243","object/id/1994_91_243"
"1994.91.245","object/id/1994_91_245"
"1994.104","object/id/1994_104"
"1997.7","object/id/1997_7"
"1997.105.11","object/id/1997_105_11"
"1997.105.25","object/id/1997_105_25"
"1997.108.15","object/id/1997_108_15"
"1997.108.64","object/id/1997_108_64"
"1997.124.5","object/id/1997_124_5"
"1997.124.110","object/id/1997_124_110"
"1998.20A-F","object/id/1998_20A-F"
"1970.94","object/id/1970_94"
"1971.277","object/id/1971_277"
"1971.287.4","object/id/1971_287_4"
"1971.440A","object/id/1971_440A"
"1971.447.34","object/id/1971_447_34"
"1972.7","object/id/1972_7"
"1972.44","object/id/1972_44"
"1972.74.28","object/id/1972_74_28"
"1972.74.47","object/id/1972_74_47"
"1973.28.2","object/id/1973_28_2"
"1973.72.1","object/id/1973_72_1"
"1973.174","object/id/1973_174"
"1975.77.1","object/id/1975_77_1"
"1975.93.2","object/id/1975_93_2"
"1991.59.1","object/id/1991_59_1"
"1991.154","object/id/1991_154"
"1994.123","object/id/1994_123"
"1995.46","object/id/1995_46"
"1995.47A-N","object/id/1995_47A-N"
"1995.69.3","object/id/1995_69_3"
"1996.19","object/id/1996_19"
"1996.91.34","object/id/1996_91_34"
"1997.39","object/id/1997_39"
"1997.108.21","object/id/1997_108_21"
"1997.124.10","object/id/1997_124_10"
"1997.124.29","object/id/1997_124_29"
"1997.124.45.10","object/id/1997_124_45_10"
"1997.124.164","object/id/1997_124_164"
"1997.124.167A-B","object/id/1997_124_167A-B"
"1997.124.193","object/id/1997_124_193"
"1998.31.6","object/id/1998_31_6"
"1970.111","object/id/1970_111"
"1971.94","object/id/1971_94"
"1971.291.3","object/id/1971_291_3"
"1971.291.49","object/id/1971_291_49"
"1972.74.23","object/id/1972_74_23"
"1972.74.38","object/id/1972_74_38"
"1974.123","object/id/1974_123"
"1975.83.111","object/id/1975_83_111"
"1991.69.4","object/id/1991_69_4"
"1991.171","object/id/1991_171"
"1992.101.14","object/id/1992_101_14"
"1993.34.1","object/id/1993_34_1"
"1994.20.5","object/id/1994_20_5"
"XX4","object/id/XX4"
"1994.91.177","object/id/1994_91_177"
"1995.74","object/id/1995_74"
"1996.26.1","object/id/1996_26_1"
"1997.79.3","object/id/1997_79_3"
"1997.124.1","object/id/1997_124_1"
"1997.124.66","object/id/1997_124_66"
"1997.124.84","object/id/1997_124_84"
"1997.125.10","object/id/1997_125_10"
"1971.91","object/id/1971_91"
"1971.114","object/id/1971_114"
"1971.272","object/id/1971_272"
"1971.291.12","object/id/1971_291_12"
"1972.74.16","object/id/1972_74_16"
"1972.74.31","object/id/1972_74_31"
"1972.85.3","object/id/1972_85_3"
"1973.23.5","object/id/1973_23_5"
"1973.123.1","object/id/1973_123_1"
"1973.149.1","object/id/1973_149_1"
"1974.31.2","object/id/1974_31_2"
"1975.28.1","object/id/1975_28_1"
"1991.70.1","object/id/1991_70_1"
"1991.157.1","object/id/1991_157_1"
"1991.177","object/id/1991_177"
"1992.7.1","object/id/1992_7_1"
"1992.43.15","object/id/1992_43_15"
"1992.87.1","object/id/1992_87_1"
"1993.31.1A-I","object/id/1993_31_1A-I"
"1993.34.6","object/id/1993_34_6"
"1994.45.1A-MMM","object/id/1994_45_1A-MMM"
"1994.64.2","object/id/1994_64_2"
"1994.91.39","object/id/1994_91_39"
"1994.91.116","object/id/1994_91_116"
"2013.60.5","object/id/2013_60_5"
"1935.13.12","object/id/1935_13_12"
"1935.13.60","object/id/1935_13_60"
"1935.13.506","object/id/1935_13_506"
"1935.13.517","object/id/1935_13_517"
"1946.11.6","object/id/1946_11_6"
"1950.10.3","object/id/1950_10_3"
"1950.12.3","object/id/1950_12_3"
"1953.7.3","object/id/1953_7_3"
"1953.10.1","object/id/1953_10_1"
"1954.6.3","object/id/1954_6_3"
"1956.6.60","object/id/1956_6_60"
"1956.11.2","object/id/1956_11_2"
"1962.8.54","object/id/1962_8_54"
"1962.8.77","object/id/1962_8_77"
"1963.8.2","object/id/1963_8_2"
"1964.1.65","object/id/1964_1_65"
"1980.1","object/id/1980_1"
"1980.6.2","object/id/1980_6_2"
"1980.18.8","object/id/1980_18_8"
"1980.29.1","object/id/1980_29_1"
"1980.43.3","object/id/1980_43_3"
"1980.93","object/id/1980_93"
"1994.91.144.9R","object/id/1994_91_144_9R"
"1994.91.209","object/id/1994_91_209"
"1994.91.238","object/id/1994_91_238"
"1997.108.29","object/id/1997_108_29"
"1997.11","object/id/1997_11"
"1997.124.50","object/id/1997_124_50"
"1970.96","object/id/1970_96"
"1971.12","object/id/1971_12"
"1971.21","object/id/1971_21"
"1971.275","object/id/1971_275"
"1971.291.25","object/id/1971_291_25"
"1971.313","object/id/1971_313"
"1971.447.36","object/id/1971_447_36"
"1972.74.8","object/id/1972_74_8"
"1975.76.1","object/id/1975_76_1"
"1991.94.1","object/id/1991_94_1"
"1991.157.4","object/id/1991_157_4"
"1992.11.7","object/id/1992_11_7"
"1992.15.4","object/id/1992_15_4"
"1992.38","object/id/1992_38"
"1992.43.12","object/id/1992_43_12"
"1994.11.5","object/id/1994_11_5"
"1994.66.1","object/id/1994_66_1"
"1935.12.3","object/id/1935_12_3"
"1935.13.27","object/id/1935_13_27"
"1935.13.38","object/id/1935_13_38"
"1935.13.187","object/id/1935_13_187"
"1941.5.3","object/id/1941_5_3"
"1942.11.5","object/id/1942_11_5"
"1950.4.18","object/id/1950_4_18"
"1950.4.34","object/id/1950_4_34"
"1951.10.7","object/id/1951_10_7"
"1951.14.85","object/id/1951_14_85"
"1956.2.4","object/id/1956_2_4"
"1956.10.1","object/id/1956_10_1"
"1957.3.2","object/id/1957_3_2"
"1959.16.1","object/id/1959_16_1"
"1963.9.5","object/id/1963_9_5"
"1963.9.10","object/id/1963_9_10"
"1964.1.55","object/id/1964_1_55"
"2014.32.2","object/id/2014_32_2"
"1988.83.44","object/id/1988_83_44"
"1980.18.5","object/id/1980_18_5"
"1980.43.44","object/id/1980_43_44"
"1980.49.7","object/id/1980_49_7"
"1980.122.83","object/id/1980_122_83"
"1980.122.149","object/id/1980_122_149"
"1980.123.16","object/id/1980_123_16"
"1980.137.86","object/id/1980_137_86"
"1981.104","object/id/1981_104"
"1981.163.1","object/id/1981_163_1"
"1982.59.24","object/id/1982_59_24"
"1983.46.7","object/id/1983_46_7"
"1983.48.3","object/id/1983_48_3"
"1988.83.33","object/id/1988_83_33"
"1988.83.46","object/id/1988_83_46"
"1988.83.43","object/id/1988_83_43"
"1994.12","object/id/1994_12"
"1994.125","object/id/1994_125"
"1995.47A-N","object/id/1995_47A-N"
"1995.47A-N","object/id/1995_47A-N"
"1996.91.2","object/id/1996_91_2"
"1996.91.34","object/id/1996_91_34"
"1997.105.17","object/id/1997_105_17"
"1997.108.10","object/id/1997_108_10"
"1997.124.32","object/id/1997_124_32"
"1997.124.166","object/id/1997_124_166"
"1997.124.192","object/id/1997_124_192"
"1998.31.5","object/id/1998_31_5"
"1970.355.112","object/id/1970_355_112"
"1971.84.77","object/id/1971_84_77"
"1971.154","object/id/1971_154"
"1971.279","object/id/1971_279"
"1971.291.44","object/id/1971_291_44"
"1971.447.45","object/id/1971_447_45"
"1973.14.3","object/id/1973_14_3"
"1973.18.1","object/id/1973_18_1"
"1973.34","object/id/1973_34"
"1973.122.29","object/id/1973_122_29"
"1973.123.8","object/id/1973_123_8"
"1973.185.3","object/id/1973_185_3"
"1974.24.2","object/id/1974_24_2"
"1974.89.9","object/id/1974_89_9"
"1991.96.4R","object/id/1991_96_4R"
"1991.172A-P","object/id/1991_172A-P"
"1994.56","object/id/1994_56"
"2013.60.2","object/id/2013_60_2"
"1975.39.5","object/id/1975_39_5"
"1935.13.6","object/id/1935_13_6"
"1935.13.16","object/id/1935_13_16"
"1935.13.18","object/id/1935_13_18"
"1935.13.51","object/id/1935_13_51"
"1935.13.511","object/id/1935_13_511"
"1936.12.4","object/id/1936_12_4"
"1946.12.2","object/id/1946_12_2"
"1950.4.3","object/id/1950_4_3"
"1951.14.23","object/id/1951_14_23"
"1951.14.40","object/id/1951_14_40"
"1954.7.1","object/id/1954_7_1"
"1962.4.8","object/id/1962_4_8"
"1962.8.37","object/id/1962_8_37"
"1964.1.75","object/id/1964_1_75"
"2014.18","object/id/2014_18"
"1980.18.4","object/id/1980_18_4"
"1980.41","object/id/1980_41"
"1980.43.32","object/id/1980_43_32"
"1980.43.47","object/id/1980_43_47"
"1980.122.86","object/id/1980_122_86"
"1980.122.145","object/id/1980_122_145"
"1980.123.3","object/id/1980_123_3"
"1980.137.16","object/id/1980_137_16"
"1980.137.50","object/id/1980_137_50"
"1981.41","object/id/1981_41"
"1981.163.10","object/id/1981_163_10"
"1994.11.2","object/id/1994_11_2"
"1994.91.80","object/id/1994_91_80"
"1935.13.521","object/id/1935_13_521"
"1941.6.5","object/id/1941_6_5"
"1942.1.1","object/id/1942_1_1"
"1943.11.5","object/id/1943_11_5"
"1946.3.1","object/id/1946_3_1"
"1946.11.4","object/id/1946_11_4"
"1953.7.2","object/id/1953_7_2"
"1959.7.24","object/id/1959_7_24"
"1959.10.9","object/id/1959_10_9"
"1980.18.16","object/id/1980_18_16"
"1980.35","object/id/1980_35"
"1980.43.39","object/id/1980_43_39"
"1980.122.14","object/id/1980_122_14"
"1980.122.17","object/id/1980_122_17"
"1980.122.33","object/id/1980_122_33"
"1980.122.92","object/id/1980_122_92"
"1980.122.139","object/id/1980_122_139"
"1980.122.156","object/id/1980_122_156"
"1980.137.11","object/id/1980_137_11"
"1980.137.45","object/id/1980_137_45"
"1980.137.71","object/id/1980_137_71"
"1981.64","object/id/1981_64"
"1981.82.7","object/id/1981_82_7"
"1981.119.13","object/id/1981_119_13"
"1982.3","object/id/1982_3"
"1982.14.3","object/id/1982_14_3"
"1935.13.514","object/id/1935_13_514"
"1938.3.1","object/id/1938_3_1"
"1941.6.9","object/id/1941_6_9"
"1942.2.1","object/id/1942_2_1"
"1944.7.5","object/id/1944_7_5"
"1950.2.14","object/id/1950_2_14"
"1950.4.2","object/id/1950_4_2"
"1953.7.1","object/id/1953_7_1"
"1956.11.27","object/id/1956_11_27"
"1957.3.3","object/id/1957_3_3"
"1980.43.41","object/id/1980_43_41"
"1980.122.19","object/id/1980_122_19"
"1980.122.35","object/id/1980_122_35"
"1980.122.94","object/id/1980_122_94"
"1980.122.110","object/id/1980_122_110"
"1980.122.137","object/id/1980_122_137"
"1980.122.154","object/id/1980_122_154"
"1980.123.19","object/id/1980_123_19"
"1980.137.46","object/id/1980_137_46"
"1980.137.72","object/id/1980_137_72"
"1981.82.9","object/id/1981_82_9"
"1981.114","object/id/1981_114"
"1981.119.27","object/id/1981_119_27"
"1981.136.5A-B","object/id/1981_136_5A-B"
"1981.185.1","object/id/1981_185_1"
"1982.23","object/id/1982_23"
"1982.41.1","object/id/1982_41_1"
"1983.15","object/id/1983_15"
"1993.34.4","object/id/1993_34_4"
"1993.48.6","object/id/1993_48_6"
"1993.71.2","object/id/1993_71_2"
"1994.20.2","object/id/1994_20_2"
"1994.91.37","object/id/1994_91_37"
"1994.91.59","object/id/1994_91_59"
