1977.74.12,object/id/1977_74_12
1983.92.1,object/id/1983_92_1
1967.136.4,object/id/1967_136_4
1980.2.1,object/id/1980_2_1
2007.46,object/id/2007_46
1994.91.3,object/id/1994_91_3
2013.36,object/id/36
1956.11.6,object/id/1956_11_6
1956.11.5,object/id/1956_11_5
1964.1.108,object/id/1964_1_108
1979.98.23,object/id/1979_98_23
1975.112.2,object/id/1975_112_2
1981.54.2,object/id/1981_54_2
1975.112.1,object/id/1975_112_1
1975.112.3,object/id/1975_112_3
1988.16,object/id/16
1981.52.3,object/id/1981_52_3
1981.52.5,object/id/1981_52_5
1975.111.3,object/id/1975_111_3
1981.52.4,object/id/1981_52_4
1981.52.1,object/id/1981_52_1
1975.111.1,object/id/1975_111_1
1981.52.2,object/id/1981_52_2
1986.62,object/id/62
1981.54.1,object/id/1981_54_1
1975.111.2,object/id/1975_111_2
1970.264.1,object/id/1970_264_1
1987.24,object/id/24
1965.18.59,object/id/1965_18_59
1974.118.2,object/id/1974_118_2
1915.11.2,object/id/1915_11_2
1989.77.2,object/id/1989_77_2
1976.76.1,object/id/1976_76_1
1989.77.1,object/id/1989_77_1
1981.129.7,object/id/1981_129_7
1979.98.1,object/id/1979_98_1
1976.83,object/id/1976_83
1983.90.2,object/id/1983_90_2
1979.98.5,object/id/1979_98_5
1971.435,object/id/435
1978.77.2,object/id/1978_77_2
1988.15.15,object/id/1988_15_15
1975.44.7,object/id/1975_44_7
1973.177.7,object/id/1973_177_7
1975.1,object/id/1975_10
1975.44.6,object/id/1975_44_6
1975.44.13,object/id/1975_44_13
1971.158,object/id/158
1910.9.1,object/id/1910_9_1
1909.7.2,object/id/1909_7_2
1983.95.12,object/id/1983_95_12
1983.95.68,object/id/1983_95_68
1983.95.95,object/id/1983_95_95
1983.95.125,object/id/1983_95_125
1983.95.69,object/id/1983_95_69
1983.95.131,object/id/1983_95_131
1968.98.28,object/id/1968_98_28
1975.83.20,object/id/1975_83_20
2013.19.2,object/id/2013_19_2
1983.63.1,object/id/1983_63_1
2013.19.3,object/id/2013_19_3
2013.19.1,object/id/2013_19_1
2013.2,object/id/2
1967.14.6,object/id/1967_14_6
1967.14.5,object/id/1967_14_5
1972.128,object/id/128
1986.65.231,object/id/1986_65_231
1998.84.4,object/id/1998_84_4
1997.124.48,object/id/1997_124_48
1986.65.232,object/id/1986_65_232
1982.114.5,object/id/1982_114_5
XX1,object/id/XX1
1972.167.4,object/id/1972_167_4
1988.18.22,object/id/1988_18_22
1971.113,object/id/113
1979.98.4,object/id/1979_98_4
1987.51.11,object/id/1987_51_11
1986.65.164,object/id/1986_65_164
1987.51.10,object/id/1987_51_10
1987.51.5,object/id/1987_51_5
1986.65.163,object/id/1986_65_163
1987.51.13,object/id/1987_51_13
1987.51.1,object/id/1987_51_1
1987.51.3,object/id/1987_51_3
1994.105.1,object/id/1994_105_1
1975.82.1,object/id/1975_82_1
1979.98.2,object/id/1979_98_2
1991.32.4,object/id/1991_32_4
1991.32.5,object/id/1991_32_5
1991.32.2,object/id/1991_32_2
1991.32.3,object/id/1991_32_3
1969.166,object/id/166
1984.124.4,object/id/1984_124_4
1991.32.1,object/id/1991_32_1
1979.159.39,object/id/1979_159_39
1916.6.43,object/id/1916_6_43
1916.6.48,object/id/1916_6_48
1916.6.44,object/id/1916_6_44
1916.6.47,object/id/1916_6_47
1967.72.6,object/id/1967_72_6
1977.115,object/id/115
1968.98.49,object/id/1968_98_49
1974.38.50,object/id/1974_38_50
1974.38.48,object/id/1974_38_48
1915.11.4,object/id/1915_11_4
1981.172.9,object/id/1981_172_9
1967.14.142,object/id/1967_14_142
1966.48.8,object/id/1966_48_8
1984.157.1,object/id/1984_157_1
1976.147.2,object/id/1976_147_2
2014.33,object/id/2014_33
1983.63.13,object/id/1983_63_13
1983.63.18,object/id/1983_63_18
1983.63.17,object/id/1983_63_17
1983.63.10,object/id/1983_63_10
1983.63.11,object/id/1983_63_11
1983.63.12,object/id/1983_63_12
1983.63.15,object/id/1983_63_15
1983.63.16,object/id/1983_63_16
1983.63.19,object/id/1983_63_19
1983.63.14,object/id/1983_63_14
1987.52.1,object/id/1987_52_1
1929.7.143,object/id/1929_7_143
1978.152.96,object/id/1978_152_96
1918.5.16,object/id/1918_5_16
1982.86.1,object/id/1982_86_1
1979.136.6,object/id/1979_136_6
1979.136.4,object/id/1979_136_4
1979.136.3,object/id/1979_136_3
1979.136.5,object/id/1979_136_5
1935.13.4,object/id/1935_13_4
1935.13.5,object/id/1935_13_5
1974.28.291,object/id/1974_28_291
1986.41.10,object/id/1986_41_10
1986.41.4,object/id/1986_41_4
1986.41.7,object/id/1986_41_7
1986.41.1,object/id/1986_41_1
1986.41.11,object/id/1986_41_11
1986.41.2,object/id/1986_41_2
1935.13.3,object/id/1935_13_3
1975.145,object/id/1975_145
1984.5,object/id/5
1997.124.46A-B,object/id/1997_124_46A-B
1986.65.380,object/id/1986_65_380
1986.65.230,object/id/1986_65_230
1986.65.229,object/id/1986_65_229
1986.65.227,object/id/1986_65_227
1986.65.228,object/id/1986_65_228
1992.37.2A-B,object/id/1992_37_2A-B
1985.32,object/id/32
1991.96.1,object/id/1991_96_1
1988.74.1,object/id/1988_74_1
1992.109,object/id/1992_109
1986.65.160,object/id/1986_65_160
1983.90.7,object/id/1983_90_7
1984.108.4,object/id/1984_108_4
1984.108.2,object/id/1984_108_2
1984.108.7,object/id/1984_108_7
1984.108.5,object/id/1984_108_5
1984.108.6,object/id/1984_108_6
1984.108.3,object/id/1984_108_3
1984.108.1,object/id/1984_108_1
1993.48.2,object/id/1993_48_2
1982.74R,object/id/74R
1982.74V,object/id/74V
1909.7.7,object/id/1909_7_7
1971.16,object/id/16
1973.130.54,object/id/1973_130_54
1971.176,object/id/176
1973.77,object/id/77
1984.124.18,object/id/1984_124_18
1984.124.16,object/id/1984_124_16
1984.124.19,object/id/1984_124_19
1971.438.7,object/id/1971_438_7
1984.124.17,object/id/1984_124_17
1984.124.15,object/id/1984_124_15
1984.124.22,object/id/1984_124_22
1971.438.6,object/id/1971_438_6
1984.124.14,object/id/1984_124_14
1984.124.25,object/id/1984_124_25
1971.438.4,object/id/1971_438_4
1984.124.24,object/id/1984_124_24
1984.124.27,object/id/1984_124_27
1984.124.13,object/id/1984_124_13
1984.124.10,object/id/1984_124_10
1978.146.2,object/id/1978_146_2
1978.146.1,object/id/1978_146_1
1974.28.264,object/id/1974_28_264
1951.14.1,object/id/1951_14_1
1971.447.3,object/id/1971_447_3
1983.53.2,object/id/1983_53_2
1983.53.3,object/id/1983_53_3
1997.108.36,object/id/1997_108_36
1983.63.73,object/id/1983_63_73
1983.53.1,object/id/1983_53_1
1977.108.3,object/id/1977_108_3
1979.98.15,object/id/1979_98_15
1979.98.8,object/id/1979_98_8
1993.49.1,object/id/1993_49_1
1977.74.5,object/id/1977_74_5
1992.101.15,object/id/1992_101_15
1977.74.4,object/id/1977_74_4
1992.101.6,object/id/1992_101_6
1992.101.13,object/id/1992_101_13
1992.20.2,object/id/1992_20_2
1977.74.7,object/id/1977_74_7
1977.74.6,object/id/1977_74_6
1992.101.18,object/id/1992_101_18
1983.110.8,object/id/1983_110_8
1983.63.9,object/id/1983_63_9
1983.110.7,object/id/1983_110_7
2012.64.4.8,object/id/2012_64_4_8
2012.64.4.5,object/id/2012_64_4_5
1984.154.2,object/id/1984_154_2
2012.64.4.1,object/id/2012_64_4_1
1980.85.10,object/id/1980_85_10
1980.85.7,object/id/1980_85_7
1980.85.4,object/id/1980_85_4
1980.85.9,object/id/1980_85_9
1980.85.11,object/id/1980_85_11
1997.124.45.10,object/id/1997_124_45_10
1997.124.43,object/id/1997_124_43
1997.124.45.6,object/id/1997_124_45_6
1997.124.44,object/id/1997_124_44
1997.124.45.1,object/id/1997_124_45_1
1997.124.45.7,object/id/1997_124_45_7
1997.124.45.4,object/id/1997_124_45_4
1997.124.45.8,object/id/1997_124_45_8
1997.124.45.3,object/id/1997_124_45_3
1997.124.45.5,object/id/1997_124_45_5
1997.124.45.2,object/id/1997_124_45_2
1975.20.4,object/id/1975_20_4
1975.20.2,object/id/1975_20_2
1953.3.4,object/id/1953_3_4
1994.121,object/id/121
1953.3.1,object/id/1953_3_1
1968.10.1,object/id/1968_10_1
1968.67,object/id/67
1968.3,object/id/1968_30
1968.10.2,object/id/1968_10_2
1973.56,object/id/1973_56
1968.155.176,object/id/1968_155_176
1990.26,object/id/1990_26
2004.21.51,object/id/2004_21_51
1975.83.15,object/id/1975_83_15
2004.21.46,object/id/2004_21_46
1975.83.6,object/id/1975_83_6
1975.83.16,object/id/1975_83_16
1975.83.19,object/id/1975_83_19
1975.83.14,object/id/1975_83_14
1975.83.18,object/id/1975_83_18
1983.16.6,object/id/1983_16_6
1975.83.9,object/id/1975_83_9
2004.21.47,object/id/2004_21_47
1975.83.12,object/id/1975_83_12
2004.21.48,object/id/2004_21_48
1973.130.199,object/id/1973_130_199
1916.10.1,object/id/1916_10_1
1974.118.1,object/id/1974_118_1
1973.176.2,object/id/1973_176_2
1968.109.2,object/id/1968_109_2
1973.176.1,object/id/1973_176_1
1974.28.1,object/id/1974_28_1
1974.28.193,object/id/1974_28_193
1974.28.189,object/id/1974_28_189
1974.28.188,object/id/1974_28_188
1974.28.180,object/id/1974_28_180
1974.28.196,object/id/1974_28_196
1974.28.225,object/id/1974_28_225
1974.28.187,object/id/1974_28_187
1974.28.185,object/id/1974_28_185
1983.92.2,object/id/1983_92_2
1974.38.33,object/id/1974_38_33
1984.124.6,object/id/1984_124_6
1984.124.7,object/id/1984_124_7
1976.153.18,object/id/1976_153_18
1971.456.18,object/id/1971_456_18
1976.153.20,object/id/1976_153_20
1972.182.2,object/id/1972_182_2
1976.153.6A,object/id/1976_153_6A
1971.26,object/id/26
1966.48.18,object/id/1966_48_18
1967.14.38,object/id/1967_14_38
1966.48.34,object/id/1966_48_34
1981.6,object/id/6
1978.26,object/id/26
1966.95,object/id/95
1935.13.7,object/id/1935_13_7
1972.74.33,object/id/1972_74_33
1972.74.19,object/id/1972_74_19
1972.74.42,object/id/1972_74_42
1972.74.51,object/id/1972_74_51
1972.74.3,object/id/1972_74_3
1972.74.25,object/id/1972_74_25
1972.74.18,object/id/1972_74_18
1972.74.20,object/id/1972_74_20
1972.74.37,object/id/1972_74_37
1972.74.22,object/id/1972_74_22
1972.74.43,object/id/1972_74_43
1972.74.17,object/id/1972_74_17
1972.74.5,object/id/1972_74_5
1972.74.24,object/id/1972_74_24
1983.63.42,object/id/1983_63_42
1983.63.48,object/id/1983_63_48
1983.63.58,object/id/1983_63_58
1983.63.24,object/id/1983_63_24
1983.63.26,object/id/1983_63_26
1983.63.53,object/id/1983_63_53
1983.63.46,object/id/1983_63_46
1983.63.62,object/id/1983_63_62
1983.63.69,object/id/1983_63_69
1983.63.31,object/id/1983_63_31
1967.96.4,object/id/1967_96_4
1967.96.3,object/id/1967_96_3
1967.96.1,object/id/1967_96_1
1967.96.2,object/id/1967_96_2
1979.144.81,object/id/1979_144_81
1979.144.11,object/id/1979_144_11
1980.39.4,object/id/1980_39_4
1969.178.13,object/id/1969_178_13
1984.110.1,object/id/1984_110_1
1980.39.7,object/id/1980_39_7
1967.77.3,object/id/1967_77_3
1969.178.2,object/id/1969_178_2
1969.178.1,object/id/1969_178_1
1976.108.14,object/id/1976_108_14
1980.39.6,object/id/1980_39_6
1969.178.12,object/id/1969_178_12
1969.178.3,object/id/1969_178_3
1969.178.8,object/id/1969_178_8
1969.178.5,object/id/1969_178_5
1969.178.14,object/id/1969_178_14
1980.39.2,object/id/1980_39_2
1967.77.2,object/id/1967_77_2
1980.49.2,object/id/1980_49_2
1996.96.1,object/id/1996_96_1
2005.35.1,object/id/2005_35_1
1980.143,object/id/143
2005.5.2,object/id/2005_5_2
1985.81,object/id/1985_81
1990.74,object/id/74
1965.18.20,object/id/1965_18_20
1923.8.6,object/id/1923_8_6
1990.48.1,object/id/1990_48_1
1981.12.1,object/id/1981_12_1
1987.27.1,object/id/1987_27_1
1990.48.2,object/id/1990_48_2
1977.47.175,object/id/1977_47_175
1977.47.152,object/id/1977_47_152
1977.47.138,object/id/1977_47_138
1974.30.1,object/id/1974_30_1
1994.91.6,object/id/1994_91_6
1994.91.7,object/id/1994_91_7
1973.176.3,object/id/1973_176_3
1979.53.1,object/id/1979_53_1
1962.8.26,object/id/1962_8_26
1973.73.5,object/id/1973_73_5
1980.115.3,object/id/1980_115_3
1971.18,object/id/1971_18
1988.18.6,object/id/1988_18_6
1977.68.6,object/id/1977_68_6
1969.47.51,object/id/1969_47_51
1977.48.13,object/id/1977_48_13
1980.115.1,object/id/1980_115_1
1977.48.17,object/id/1977_48_17
1977.48.18,object/id/1977_48_18
1976.108.12,object/id/1976_108_12
1988.18.7,object/id/1988_18_7
1977.68.5,object/id/1977_68_5
1986.92.1,object/id/1986_92_1
1976.108.8,object/id/1976_108_8
1977.73.2,object/id/1977_73_2
1983.95.66,object/id/1983_95_66
1983.95.2,object/id/1983_95_2
1983.95.150,object/id/1983_95_150
1983.95.121,object/id/1983_95_121
1984.135.2,object/id/1984_135_2
1983.95.122,object/id/1983_95_122
1983.95.88,object/id/1983_95_88
1983.95.152,object/id/1983_95_152
1983.95.116,object/id/1983_95_116
1983.95.61,object/id/1983_95_61
1983.95.138,object/id/1983_95_138
1974.60.3,object/id/1974_60_3
1974.60.2,object/id/1974_60_2
1974.60.7,object/id/1974_60_7
1974.60.9,object/id/1974_60_9
1974.60.4,object/id/1974_60_4
1974.60.5,object/id/1974_60_5
1974.60.8,object/id/1974_60_8
1974.60.10,object/id/1974_60_10
1974.72,object/id/72
1974.60.1,object/id/1974_60_1
1929.8.394,object/id/1929_8_394
1974.60.11,object/id/1974_60_11
1974.60.6,object/id/1974_60_6
1931.12.7,object/id/1931_12_7
1931.12.6,object/id/1931_12_6
1935.13.15,object/id/1935_13_15
1951.14.19,object/id/1951_14_19
1951.14.31,object/id/1951_14_31
1951.14.33,object/id/1951_14_33
1951.14.43,object/id/1951_14_43
1951.14.58,object/id/1951_14_58
1971.456.6,object/id/1971_456_6
1951.14.85,object/id/1951_14_85
1952.13.56,object/id/1952_13_56
1951.14.110,object/id/1951_14_110
1951.14.8,object/id/1951_14_8
1971.456.3,object/id/1971_456_3
1979.20.6,object/id/1979_20_6
1979.20.2,object/id/1979_20_2
1950.4.11,object/id/1950_4_11
1907.1,object/id/1
1989.5,object/id/1989_5
1952.10.1,object/id/1952_10_1
1973.130.115,object/id/1973_130_115
1923.6.3,object/id/1923_6_3
1923.6.4,object/id/1923_6_4
1973.130.98,object/id/1973_130_98
1923.6.5,object/id/1923_6_5
1983.90.195,object/id/1983_90_195
1933.4.10,object/id/1933_4_10
1975.144.1,object/id/1975_144_1
