25.7,25.7
25,
50.5,50.5
25.7,25.7
25,
50.5,50.5
72.39014478,72.3
65.40513081,65.4
8.572517145,8.5
57.2,57.2
48.3,48.3
22.4,22.4
30.3,30.3
22.4,22.4
30.3,30.3
23.81254763,23.8
18.73253747,18.7
25.4,25.4
40.8,40.8
1,
20.7,20.7
21.5,21.5
29.1,29.1
36.7,36.7
20.7,20.7
21.5,21.5
11.5,11.5
11.5,11.5
11.5,11.5
11.5,11.5
15.2,15.2
20.3,20.3
15.2,15.2
20.3,20.3
21.3,21.3
27.7,27.7
21.3,21.3
27.7,27.7
22.9,22.9
27.3,27.3
37.2,37.2
62.2,62.2
38.1,38.1
50.8,50.8
15.6,15.6
19.8,19.8
15.6,15.6
19.8,19.8
24.1,24.1
19,19
13.7,13.7
8.7,
13.7,13.7
8.7,8.7
33.8,33.8
33.5,33.5
24.1,24.1
24.1,24.1
24.1,24.1
24.1,24.1
35.6,35.6
42.7,42.7
45.2,45.2
55.5,55.5
50.7,50.7
60.5,60.5
45.2,45.2
55.5,55.5
25.2,25.2
36.8,36.8
19.2,19.2
29,
19.2,19.2
29,29
61.6,61.6
47,
61.6,61.6
47,47
50,50
38.5,38.5
43.7,43.7
55.6,55.6
23.9,23.9
28.3,28.3
47.7,47.7
61,61
49.53009906,49.5
43.81508763,43.8
61,
81,
61,61
81,
21.4,21.4
25.5,25.5
22.3,22.3
27,27
21.4,21.4
25.5,25.5
24.8,24.8
32.7,32.7
27.7,27.7
35.4,35.4
24.8,24.8
32.7,32.7
66.0401,66
71.1201,71.1
49.2,49.2
56,56
42.6,42.6
43.4,43.4
26.1,26.1
33.5,33.5
26.1,26.1
33.5,33.5
27.9,27.9
35.5,35.5
35.6,35.6
27.9,27.9
50.8001016,50.8
52.07010414,52
29.21005842,29.2
91.4402,91.4
77.4702,77.4
2.54,2.5
110.8077,110
95.5677,95.5
7.62,7.62
33,33
38.1,38.1
33,33
38.1,38.1
116.2052,116.2
97.8,97.8
6.985,6.9
91.9164,91.9
74.1364,74.1
3.81,3.8
20,20
18.2,18.2
34.8,34.8
29.5,29.5
25,
20,20
44.9,44.9
55.6,55.6
44.9,44.9
55.6,55.6
50.7,50.7
60.5,60.5
17.1,17.1
24,24
17.1,17.1
24,24
15.2,15.2
23.2,23.2
15.2,15.2
23.2,23.2
63.2,63.2
56,
27.8,27.8
35.1,35.1
66,
56,
71.12014224,71.1
81.28016256,81.2
35.5,35.5
45.9,45.9
45.2,45.2
55.5,55.5
50.6,50.6
60.6,60.6
45.2,45.2
55.5,55.5
52.4,52.4
40.4,40.4
33.5,33.5
45.1,45.1
21.3,21.3
28.2,28.2
55.88011176,55.8
40.64008128,40.6
21.1,21.1
28,
21.1,21.1
28,
45.3,45.3
55.5,55.5
50.7,50.7
60.5,60.5
45.3,45.3
55.5,55.5
22,
25.5,25.5
25.1,25.1
30,
22,22
25.5,25.5
6.3,
10.6,10.6
9.52501905,9.5
5.556261113,5.55
23,23
27.1,27.1
23,23
27.1,27.1
48,48
59,59
82.5501651,82.5
73.66014732,73.6
7.62001524,7.62
48,
59,
2.5,
5.7,
8.2,8.2
2.5,
5.7,
8.2,
25.2,25.2
35.9,35.9
19.5,19.5
29.4,29.4
30.4,30.4
45.8,45.8
19.5,19.5
29.4,29.4
25.7,25.7
29,29
30.4,30.4
45.7,45.7
25.7,25.7
29,
27.6,27.6
32.5,32.5
83.8,83.8
101.6,101
83.8,83.8
101.6,101
9.2,9.2
11.8,11.8
22.8,22.8
32.8,32.8
9.2,
11.8,11.8
4.1,
5.4,5.4
4.1,4.1
5.4,5.4
35.7,35.7
41.9,41.9
35.7,35.7
41.9,41.9
9.5,
9.5,
76.9,76.9
101.9,101
76.9,76.9
101.9,101
29.9,29.9
22.8,22.8
50.8,50.8
61.3,61.3
50.8,50.8
61.3,61.3
22.1,22.1
30.3,30.3
22.1,22.1
30.3,30.3
60.7,60.7
80.5,80.5
60.7,60.7
80.5,80.5
23,
47.2,47.2
63.9,63.9
47.2,47.2
23,
47.2,47.2
38.3,38.3
48.6,48.6
38.3,38.3
48.6,48.6
22.8,22.8
25.5,25.5
25.7,25.7
32.3,32.3
22.8,22.8
25.5,25.5
21,21
27.7,27.7
21,
27.7,27.7
21.2,21.2
28.2,28.2
21.2,21.2
28.2,28.2
17.3,17.3
20,
17.3,17.3
20,
35.5,35.5
48.9,48.9
48.2,48.2
63.8,63.8
36.5,36.5
51,51
66,
82.5,82.5
66,66
82.5,82.5
27.9,27.9
38.1,38.1
64,
76,76
64,
76,76
27,
34,34
27.7,27.7
35.4,35.4
27,27
34,
15.7,15.7
24.1,24.1
8,
11.1,11.1
9.3,
13.3,13.3
16.9,16.9
22,
16.9,16.9
22,22
24.6,24.6
28.1,28.1
58.7,58.7
46.2,46.2
2.2,
20.5,20.5
37.2,37.2
24.9,24.9
26,26
55,55
40,40
5.6,
5.6,
55,55
40,
5.6,
5.6,
23.7,23.7
28,
23.7,23.7
28,
73.66014732,73.6
58.42011684,58.4
3.81000762,3.81
35.56007112,35.5
62,
85.7,85.7
47.7,47.7
63.5,63.5
56.2,56.2
71.8,71.8
45.1,45.1
56.6,56.6
45.1,45.1
56.6,56.6
11.4,11.4
14.6,14.6
27.9,27.9
14.6,14.6
27.9,27.9
16.9,16.9
21.3,21.3
16.9,16.9
21.3,21.3
105.4102,105
92.7102,92.7
11.43,11.4
76.2002,76.2
64.7701,64.7
2.54,2.5
50.5,50.5
40.5,40.5
49.5,49.5
33.6,33.6
49.5,49.5
33.6,33.6
25.3,25.3
20.3,20.3
35.56007112,35.5
45.72009144,45.7
24.5,24.5
19.6,19.6
38.5,38.5
50.7,50.7
38.5,38.5
50.7,50.7
79.7,79.7
109.5,109
38.6,38.6
50.8,50.8
38.6,38.6
50.8,50.8
15,
16,16
28.5,28.5
21,21
35,35
48.6,48.6
35,
48.6,48.6
26.1,26.1
31,
28.8,28.8
32.5,32.5
71.1201,71.1
55.8801,55.8
58.6,58.6
40.7,40.7
54.9,54.9
71.4,71.4
54.9,54.9
71.4,71.4
31.7,31.7
44.4,44.4
33,
45.7,45.7
13.4,13.4
18.2,18.2
13.4,13.4
18.2,18.2
5.7,
