"1587","1587"
"1864","1864"
"1865","1865"
"1885","1885"
"1579 - 1582","avg(1579,1582)"
"1586 - 1589","avg(1586,1589)"
"1603 - 1607","avg(1603,1607)"
"1800","1800"
"1530","1530"
"1991 - 1994","avg(1991,1994)"
"1991 - 1994","avg(1991,1994)"
"1991 - 1994","avg(1991,1994)"
"1991 - 1994","avg(1991,1994)"
"1834 - 1835","avg(1834,1835)"
"1570","1570"
"1550","1550"
"1464 - 1468","avg(1464,1468)"
"1736 - 1738","avg(1736,1738)"
"1773","1773"
"1670s","1670"
"1745 - 1749","avg(1745,1749)"
"1750","1750"
"1765","1765"
"1842","1842"
"1845 - 1847","avg(1845,1847)"
"1847","1847"
"1925","1925"
"1991","1991"
"1995","1995"
"1999","1999"
"2000","2000"
"16","16"
"1896","1896"
"1858 - 1862","avg(1858,1862)"
"1858 - 1859","avg(1858,1859)"
"1858","1858"
"1859","1859"
"1860","1860"
"1860","1860"
"22 or later","22"
"2","2"
"21-22","avg(21,22)"
"21-22","avg(21,22)"
"21-22","avg(21,22)"
"21-22","avg(21,22)"
"21 -","21"
"1860","1860"
"1860","1860"
"18","18"
"1860","1860"
"1860","1860"
"1863","1863"
"1863","1863"
"1863 - 1868","avg(1863,1868)"
"1863","1863"
"1863","1863"
"1863","1863"
"1863","1863"
"1868","1868"
"1868","1868"
"1868","1868"
"1868","1868"
"1868","1868"
"11","11"
"30","30"
"19","19"
"30","30"
"1871","1871"
"1887 - 1895","avg(1887,1895)"
"1887 - 1897","avg(1887,1897)"
"1887 - 1897","avg(1887,1897)"
"1887 - 1893","avg(1887,1893)"
"1894 - 1897","avg(1894,1897)"
"1697 - 1705","avg(1697,1705)"
"1690 - 1705","avg(1690,1705)"
"1690 - 1705","avg(1690,1705)"
"1690 - 1705","avg(1690,1705)"
"1690 - 1720","avg(1690,1720)"
"1690 - 1730","avg(1690,1730)"
"1690","1690"
"1697 - 1705","avg(1697,1705)"
"1697 - 1705","avg(1697,1705)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1750","avg(1741,1750)"
"1750","1750"
"1810","1810"
"1513 - 1515","avg(1513,1515)"
"1513 - 1515","avg(1513,1515)"
"1547","1547"
"1968","1968"
"1968","1968"
"1968","1968"
"1968 - 1972","avg(1968,1972)"
"1970","1970"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1980","1980"
"1968","1968"
"1968","1968"
"1968","1968"
"1968 - 1972","avg(1968,1972)"
"1970","1970"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1971","1971"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1972","1972"
"1980","1980"
"1927","1927"
"1663","1663"
"1697 - 1705","avg(1697,1705)"
"1690 - 1705","avg(1690,1705)"
"1690","1690"
"1697 - 1705","avg(1697,1705)"
"1697 - 1705","avg(1697,1705)"
"1530","1530"
"1519","1519"
"1520","1520"
"1520","1520"
"1522","1522"
"1781","1781"
"1697 - 1705","avg(1697,1705)"
"1690 - 1705","avg(1690,1705)"
"1690","1690"
"1697 - 1705","avg(1697,1705)"
"1714 - 1740","avg(1714,1740)"
"1865","1865"
"1872","1872"
"1470","1470"
"1485","1485"
"1740","1740"
"1840","1840"
"1840","1840"
"1731","1731"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1525 - 1530","avg(1525,1530)"
"1535 - 1540","avg(1535,1540)"
"1535 - 1540","avg(1535,1540)"
"1550","1550"
"1550","1550"
"1550","1550"
"1788","1788"
"1888","1888"
"1798 - 1799","avg(1798,1799)"
"1647","1647"
"1656","1656"
"1660s","1660"
"1723","1723"
"1624","1624"
"1925 - 1926","avg(1925,1926)"
"1614 - 1620","avg(1614,1620)"
"1623","1623"
"1630","1630"
"1652-1653","avg(1652,1653)"
"1810 - 1813","avg(1810,1813)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1750","avg(1741,1750)"
"1750","1750"
"1563","1563"
"1565","1565"
"1485","1485"
"1785 - 1790","avg(1785,1790)"
"22","22"
"1656 - 1732","avg(1656,1732)"
"1655","1655"
"1660 - 1670","avg(1660,1670)"
"1872","1872"
"1872","1872"
"375 - 350","avg(375,350)"
"360","360"
"1795","1795"
"1851 - 1855","avg(1851,1855)"
"1853","1853"
"1592","1592"
"1600","1600"
"1605 - 1614","avg(1605,1614)"
"1620s","1620"
"1965 - 1967","avg(1965,1967)"
"1965 - 1967","avg(1965,1967)"
"1660 - 1689","avg(1660,1689)"
"1640","1640"
"1650","1650"
"100 - 50","avg(100,50)"
"1812","1812"
"1820","1820"
"1783","1783"
"1785","1785"
"1785","1785"
"1640 - 1644","avg(1640,1644)"
"1589","1589"
"1265","1265"
"1800s","1800"
"1846 - 1847","avg(1846,1847)"
"1869","1869"
"1864","1864"
"1728 - 1730","avg(1728,1730)"
"1728","1728"
"1550","1550"
"565","565"
"1614","1614"
"1800","1800"
"1710 - 1715","avg(1710,1715)"
"1765 - 1770","avg(1765,1770)"
"1726 - 1728","avg(1726,1728)"
"1732 - 1735","avg(1732,1735)"
"1736","1736"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1742","avg(1741,1742)"
"1741 - 1750","avg(1741,1750)"
"1743","1743"
"1748","1748"
"1748","1748"
"1748 - 1770","avg(1748,1770)"
"1750","1750"
"1750 - 1752","avg(1750,1752)"
"1757 - 1766","avg(1757,1766)"
"1761","1761"
"1763 - 1766","avg(1763,1766)"
"1769","1769"
"1769","1769"
"1775 - 1778","avg(1775,1778)"
"1775 - 1778","avg(1775,1778)"
"1775 - 1777","avg(1775,1777)"
"1776 - 1778","avg(1776,1778)"
"1410","1410"
"1410","1410"
"1415 - 1415","avg(1415,1415)"
"1415 - 1420","avg(1415,1420)"
"1415 - 1420","avg(1415,1420)"
"1415 - 1420","avg(1415,1420)"
"1415 - 1420","avg(1415,1420)"
"1415 - 1420","avg(1415,1420)"
"1415 - 1420","avg(1415,1420)"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1415","1415"
"1880","1880"
"1776 - 1777","avg(1776,1777)"
"1675 - 1680","avg(1675,1680)"
"1675 - 1680","avg(1675,1680)"
"1680","1680"
"1680","1680"
"1680","1680"
"1680 - 1690","avg(1680,1690)"
"1684 - 1689","avg(1684,1689)"
"1700","1700"
"1700","1700"
"1710 - 1715","avg(1710,1715)"
"1710","1710"
"1710","1710"
"1710 - 1715","avg(1710,1715)"
"1715 - 1725","avg(1715,1725)"
"1715 - 1720","avg(1715,1720)"
"1715 - 1720","avg(1715,1720)"
"1777 - 1785","avg(1777,1785)"
"1620s","1620"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 -1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1480 - 1485","avg(1480,1485)"
"1498 - 1499","avg(1498,1499)"
"1498 - 1499","avg(1498,1499)"
"1498 - 1499","avg(1498,1499)"
"1645","1645"
"1450 - 1455","avg(1450,1455)"
"1861","1861"
"1865","1865"
"1867","1867"
"1636","1636"
"1636","1636"
"1631","1631"
"1632","1632"
"1510 - 1515","avg(1510,1515)"
"1520 - 1525","avg(1520,1525)"
"1902","1902"
"1923","1923"
"510","510"
"480 - 470","avg(480,470)"
"1937","1937"
"1937","1937"
"1938","1938"
"1938","1938"
"1545","1545"
"1545 - 1552","avg(1545,1552)"
"1542 - 1545","avg(1542,1545)"
"1550 - 1555","avg(1550,1555)"
"220 - 250","avg(220,250)"
"1530 - 1540","avg(1530,1540)"
"1530 - 1540","avg(1530,1540)"
"1598","1598"
"1610 - 1612","avg(1610,1612)"
"1613","1613"
"1630s","1630"
"1635","1635"
"1749","1749"
"1580 - 1590","avg(1580,1590)"
"480 - 470","avg(480,470)"
"490","490"
"480","480"
"1917","1917"
"1966","1966"
"1270-1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1270 - 1280","avg(1270,1280)"
"1759","1759"
"1665 - 1670","avg(1665,1670)"
"1768","1768"
"1770 - 1775","avg(1770,1775)"
"1747","1747"
"1750","1750"
"1751","1751"
"1760","1760"
"1762","1762"
"1769","1769"
"1765 - 1770","avg(1765,1770)"
"1765 - 1770","avg(1765,1770)"
"340","340"
"1613 - 1634","avg(1613,1634)"
"1630 - 1640","avg(1630,1640)"
"1941","1941"
"1975","1975"
"1977","1977"
"1982","1982"
"1985","1985"
"1993","1993"
"1993","1993"
"1993","1993"
"1993","1993"
"2000","2000"
"1616","1616"
"1632","1632"
"1632","1632"
"1864","1864"
"1864","1864"
"1864","1864"
"1864","1864"
"1865","1865"
"1865","1865"
"1865","1865"
"1865","1865"
"1865","1865"
"1866","1866"
"1867","1867"
"1870","1870"
"1867","1867"
"1867","1867"
"1867","1867"
"1868","1868"
"1870","1870"
"1872","1872"
"1872","1872"
"1872","1872"
"1874","1874"
"1874","1874"
"1875 - 1879","avg(1875,1879)"
"1605 - 1607","avg(1605,1607)"
"1520 - 1525","avg(1520,1525)"
"1530 - 1550","avg(1530,1550)"
"1541","1541"
"1450 - 1470","avg(1450,1470)"
"1740s","1740"
"1742 - 1745","avg(1742,1745)"
"1748","1748"
"1781","1781"
"1820 - 1821","avg(1820,1821)"
"1669 - 1671","avg(1669,1671)"
"6","6"
"1781","1781"
"1782","1782"
"1626 - 1632","avg(1626,1632)"
"1710","1710"
"1711","1711"
"1770 - 1775","avg(1770,1775)"
"1770","1770"
"1773","1773"
"1775","1775"
"1776 - 1777","avg(1776,1777)"
"1778","1778"
"470 - 460","avg(470,460)"
"1570s","1570"
"1493","1493"
"1495 - 1500","avg(1495,1500)"
"1490 - 1495","avg(1490,1495)"
"1505","1505"
"1872 - 1873","avg(1872,1873)"
"1873 - 1875","avg(1873,1875)"
"510 - 500","avg(510,500)"
"1585","1585"
"1612","1612"
"1582 - 1585","avg(1582,1585)"
"1590","1590"
"1598 - 1600","avg(1598,1600)"
"1600","1600"
"1580s","1580"
"1585","1585"
"1655 - 1660","avg(1655,1660)"
"1682","1682"
"1883","1883"
"1725","1725"
"1744 - 1745","avg(1744,1745)"
"1885","1885"
"26","26"
"1781 - 1782","avg(1781,1782)"
"1645","1645"
"1640","1640"
"1647 - 1649","avg(1647,1649)"
"1650","1650"
"1655","1655"
"1630 - 1650","avg(1630,1650)"
"1630 - 1650","avg(1630,1650)"
"1645 - 1650","avg(1645,1650)"
"1660 - 1668","avg(1660,1668)"
"1781","1781"
"1786","1786"
"1700 - 1800","avg(1700,1800)"
"1750 - 1770","avg(1750,1770)"
"1650 - 1656","avg(1650,1656)"
"1620","1620"
"1542","1542"
"1390s","1390"
"1600","1600"
"1520s - 1530s","avg(1520,1530)"
"1510","1510"
"1590s","1590"
"1869 - 1871","avg(1869,1871)"
"1877","1877"
"1893 - 1894","avg(1893,1894)"
"1895 - 1900","avg(1895,1900)"
"1900","1900"
"1848 - 1849","avg(1848,1849)"
"1773","1773"
"1646","1646"
"1730 - 1735","avg(1730,1735)"
"1740","1740"
"1740","1740"
"1740","1740"
"1755","1755"
"1720 - 1725","avg(1720,1725)"
"1759 - 1760","avg(1759,1760)"
"1769","1769"
"1863","1863"
"1851","1851"
"1869","1869"
"1853 - 1857","avg(1853,1857)"
"1778","1778"
"1773","1773"
"1762 - 1768","avg(1762,1768)"
"1455","1455"
"640 - 630","avg(640,630)"
"570","570"
"1790","1790"
"1801 - 1805","avg(1801,1805)"
"1801 - 1802","avg(1801,1802)"
"520 - 510","avg(520,510)"
"1984 - 1985","avg(1984,1985)"
"1994","1994"
"1510","1510"
"1722 - 1724","avg(1722,1724)"
"1722 - 1724","avg(1722,1724)"
"1853","1853"
"1775","1775"
"1990","1990"
"2001","2001"
"1825 - 1829","avg(1825,1829)"
"1781","1781"
"1785","1785"
"1529 - 1530","avg(1529,1530)"
"1530","1530"
"1460 - 1470","avg(1460,1470)"
"1460 - 1470","avg(1460,1470)"
"1460 - 1470","avg(1460,1470)"
"1460 - 1470","avg(1460,1470)"
"1860 - 1863","avg(1860,1863)"
"1860 - 1863","avg(1860,1863)"
"1863","1863"
"1865 - 1866","avg(1865,1866)"
"1720","1720"
"1595 - 1610","avg(1595,1610)"
"1854","1854"
"1865","1865"
"1750 - 1755","avg(1750,1755)"
"1756","1756"
"1987","1987"
"1775 - 1780","avg(1775,1780)"
"1670 - 1690","avg(1670,1690)"
"1590","1590"
"1830","1830"
"1835","1835"
"1839","1839"
"1517 - 1519","avg(1517,1519)"
"1520","1520"
"1523","1523"
"1530","1530"
"1658","1658"
"1505","1505"
"1730","1730"
"1754","1754"
"370 - 360","avg(370,360)"
"1765 - 1770","avg(1765,1770)"
"1768","1768"
"1847","1847"
"1849","1849"
"1862","1862"
"1864","1864"
"1665","1665"
"1692","1692"
"1734","1734"
"1749","1749"
"1770 - 1772","avg(1770,1772)"
"1770 - 1773","avg(1770,1773)"
"1772","1772"
"1772","1772"
"1773","1773"
"1769","1769"
"1525","1525"
"1645","1645"
"1509","1509"
"1526","1526"
"1530","1530"
"1530 - 1534","avg(1530,1534)"
"1948","1948"
"1949","1949"
"1720 - 1730","avg(1720,1730)"
"1735","1735"
"1735","1735"
"1745 - 1750","avg(1745,1750)"
"1755","1755"
"1758","1758"
"1460 - 1470","avg(1460,1470)"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1469","1469"
"1904","1904"
"1906","1906"
"1910 - 1914","avg(1910,1914)"
"1745","1745"
"1642 - 1646","avg(1642,1646)"
"1645 - 1646","avg(1645,1646)"
"1651 - 1652","avg(1651,1652)"
"1467 - 1470","avg(1467,1470)"
"1430 - 1435","avg(1430,1435)"
"1854","1854"
"1330","1330"
"1333","1333"
"1783 - 1785","avg(1783,1785)"
"1727 - 1732","avg(1727,1732)"
"350 - 325","avg(350,325)"
"1865","1865"
"1870","1870"
"1786","1786"
"1787","1787"
"24","24"
"1804","1804"
"1818","1818"
"1821","1821"
"1824","1824"
"1897","1897"
"1796","1796"
"1712","1712"
"1680","1680"
"1460","1460"
"1662","1662"
"1905","1905"
"1925","1925"
"1605 - 1610","avg(1605,1610)"
"1610 - 1615","avg(1610,1615)"
"1470","1470"
"1785 - 1787","avg(1785,1787)"
"1740","1740"
"1857 - 1858","avg(1857,1858)"
"1872 -","1872"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
"1877","1877"
