"10/10/83","10/10/83"
"8/18/81","8/18/81"
"2/13/85","2/13/85"
"2/21/85","2/21/85"
"1/3/84","1/3/84"
"2/9/80","2/9/80"
"3/6/77","3/6/77"
"2/5/81","2/5/81"
"8/12/82","8/12/82"
"9/9/84","9/9/84"
"8/18/81","8/18/81"
"6/10/85","6/10/85"
"7/23/79","7/23/79"
"5/23/80","5/23/80"
"4/3/90","4/3/90"
"6/9/88","6/9/88"
"6/8/83","6/8/83"
"6/21/79","6/21/79"
"3/11/85","3/11/85"
"1/9/79","1/9/79"
"8/1/70","8/1/70"
"8/23/84","8/23/84"
"12/20/80","12/20/80"
"5/30/80","5/30/80"
"11/18/83","11/18/83"
"12/7/80","12/7/80"
"4/16/87","4/16/87"
"6/20/78","6/20/78"
"1/30/81","1/30/81"
"10/24/85","10/24/85"
"11/8/81","11/8/81"
"1/18/80","1/18/80"
"12/12/81","12/12/81"
"2/23/81","2/23/81"
"4/18/79","4/18/79"
"1/4/86","1/4/86"
"10/25/81","10/25/81"
"1/28/78","1/28/78"
"10/7/82","10/7/82"
"10/12/80","10/12/80"
"1/11/78","1/11/78"
"7/28/81","7/28/81"
"4/19/87","4/19/87"
"3/6/79","3/6/79"
"3/1/86","3/1/86"
"5/25/79","5/25/79"
"7/31/87","7/31/87"
"5/13/82","5/13/82"
"2/19/79","2/19/79"
"5/24/82","5/24/82"
"3/9/83","3/9/83"
"4/6/82","4/6/82"
"3/4/82","3/4/82"
"8/1/85","8/1/85"
"11/7/84","11/7/84"
"3/10/83","3/10/83"
"5/21/81","5/21/81"
"12/4/79","12/4/79"
"10/29/87","10/29/87"
"11/6/89","11/6/89"
"9/9/84","9/9/84"
"4/18/86","4/18/86"
"8/4/85","8/4/85"
"5/17/82","5/17/82"
"1/19/85","1/19/85"
"6/15/72","6/15/72"
"9/28/77","9/28/77"
"10/7/82","10/7/82"
"6/18/82","6/18/82"
"3/21/82","3/21/82"
"9/2/86","9/2/86"
"2/25/78","2/25/78"
"2/19/90","2/19/90"
"12/5/84","12/5/84"
"2/7/75","2/7/75"
"3/8/84","3/8/84"
"3/28/86","3/28/86"
"6/25/84","6/25/84"
"7/29/81","7/29/81"
"8/17/82","8/17/82"
"12/5/84","12/5/84"
"11/12/85","11/12/85"
"5/15/85","5/15/85"
"4/14/84","4/14/84"
"10/9/84","10/9/84"
"12/5/83","12/5/83"
"2/14/86","2/14/86"
"4/25/86","4/25/86"
"9/28/77","9/28/77"
"10/7/82","10/7/82"
"6/18/82","6/18/82"
"3/21/82","3/21/82"
"9/2/86","9/2/86"
"2/25/78","2/25/78"
"2/19/90","2/19/90"
"12/5/84","12/5/84"
"2/7/75","2/7/75"
"3/8/84","3/8/84"
"3/28/86","3/28/86"
"6/25/84","6/25/84"
"7/29/81","7/29/81"
"8/17/82","8/17/82"
"12/5/84","12/5/84"
"11/12/85","11/12/85"
"5/15/85","5/15/85"
"4/14/84","4/14/84"
"10/9/84","10/9/84"
"12/5/83","12/5/83"
"2/14/86","2/14/86"
"4/25/86","4/25/86"
"7/14/84","7/14/84"
"5/1/84","5/1/84"
"8/25/85","8/25/85"
"3/9/83","3/9/83"
"7/9/82","7/9/82"
"2/6/83","2/6/83"
"1/3/86","1/3/86"
"9/20/80","9/20/80"
"12/15/83","12/15/83"
"8/7/86","8/7/86"
"5/18/79","5/18/79"
"1/28/78","1/28/78"
"5/17/86","5/17/86"
"5/10/84","5/10/84"
"5/21/90","5/21/90"
"2/1/80","2/1/80"
"9/6/84","9/6/84"
"4/25/79","4/25/79"
"9/16/78","9/16/78"
"12/4/79","12/4/79"
"9/27/84","9/27/84"
"1/29/79","1/29/79"
"1/13/89","1/13/89"
"3/27/86","3/27/86"
"11/4/85","11/4/85"
"5/29/79","5/29/79"
"1/14/87","1/14/87"
"4/24/87","4/24/87"
"4/4/87","4/4/87"
"8/1/84","8/1/84"
"10/15/88","10/15/88"
"1/25/84","1/25/84"
"6/4/85","6/4/85"
"6/9/78","6/9/78"
"12/17/81","12/17/81"
"9/13/89","9/13/89"
"3/13/89","3/13/89"
"3/22/84","3/22/84"
"11/11/83","11/11/83"
"9/29/84","9/29/84"
"1/4/90","1/4/90"
"3/27/81","3/27/81"
"9/3/88","9/3/88"
"3/13/89","3/13/89"
"5/28/74","5/28/74"
"7/10/85","7/10/85"
"10/6/72","10/6/72"
"3/9/78","3/9/78"
"12/12/75","12/12/75"
"12/6/79","12/6/79"
"8/5/80","8/5/80"
"3/8/81","3/8/81"
"2/22/79","2/22/79"
"10/1/81","10/1/81"
"8/20/82","8/20/82"
"9/22/78","9/22/78"
"12/30/75","12/30/75"
"1/31/85","1/31/85"
"10/5/79","10/5/79"
"3/27/84","3/27/84"
"8/3/84","8/3/84"
"8/14/84","8/14/84"
"6/22/87","6/22/87"
"6/12/81","6/12/81"
"9/4/81","9/4/81"
"9/4/85","9/4/85"
"11/3/83","11/3/83"
"4/12/87","4/12/87"
"2/11/80","2/11/80"
"7/29/83","7/29/83"
"1/26/84","1/26/84"
"11/10/85","11/10/85"
"1/26/87","1/26/87"
"10/21/81","10/21/81"
"2/22/84","2/22/84"
"4/28/87","4/28/87"
"5/17/83","5/17/83"
"9/15/78","9/15/78"
"9/11/78","9/11/78"
"4/30/83","4/30/83"
"3/25/80","3/25/80"
"10/23/82","10/23/82"
"4/18/81","4/18/81"
"9/25/80","9/25/80"
"7/25/88","7/25/88"
"11/1/84","11/1/84"
"12/25/84","12/25/84"
"3/8/89","3/8/89"
"12/10/88","12/10/88"
"1/23/84","1/23/84"
"9/22/87","9/22/87"
"11/21/80","11/21/80"
"11/10/89","11/10/89"
"6/28/76","6/28/76"
"11/22/85","11/22/85"
"6/15/81","6/15/81"
"11/29/82","11/29/82"
"7/21/86","7/21/86"
"8/22/89","8/22/89"
"7/13/90","7/13/90"
"4/2/83","4/2/83"
"12/24/80","12/24/80"
"8/27/84","8/27/84"
"11/9/86","11/9/86"
"12/17/89","12/17/89"
"10/24/80","10/24/80"
"6/21/88","6/21/88"
"5/10/89","5/10/89"
"4/16/88","4/16/88"
"11/29/89","11/29/89"
"9/26/85","9/26/85"
"4/15/86","4/15/86"
"9/9/88","9/9/88"
"6/13/78","6/13/78"
"3/6/87","3/6/87"
"9/22/82","9/22/82"
"2/3/88","2/3/88"
"11/15/83","11/15/83"
"4/5/80","4/5/80"
"2/5/75","2/5/75"
"4/22/77","4/22/77"
"7/22/80","7/22/80"
"11/30/84","11/30/84"
"8/6/83","8/6/83"
"6/9/84","6/9/84"
"1/23/84","1/23/84"
"12/28/81","12/28/81"
"7/11/74","7/11/74"
"5/26/83","5/26/83"
"4/8/83","4/8/83"
"10/20/83","10/20/83"
"2/13/87","2/13/87"
"1/11/84","1/11/84"
"12/19/86","12/19/86"
"4/2/86","4/2/86"
"8/12/83","8/12/83"
"10/20/70","10/20/70"
"2/11/83","2/11/83"
"6/12/76","6/12/76"
"2/28/80","2/28/80"
"3/26/89","3/26/89"
"12/12/84","12/12/84"
"2/24/85","2/24/85"
"9/20/79","9/20/79"
"6/25/79","6/25/79"
"8/12/77","8/12/77"
"8/29/76","8/29/76"
"10/6/75","10/6/75"
"1/16/88","1/16/88"
"3/20/83","3/20/83"
"7/31/79","7/31/79"
"7/7/83","7/7/83"
"10/7/84","10/7/84"
"11/26/81","11/26/81"
"10/24/83","10/24/83"
"9/6/81","9/6/81"
"7/22/78","7/22/78"
"7/27/87","7/27/87"
"2/14/92","2/14/92"
"4/24/78","4/24/78"
"1/28/81","1/28/81"
"4/15/76","4/15/76"
"9/6/81","9/6/81"
"7/25/81","7/25/81"
"4/24/81","4/24/81"
"9/12/86","9/12/86"
"3/27/88","3/27/88"
"1/28/80","1/28/80"
"5/11/81","5/11/81"
"4/16/86","4/16/86"
"6/24/78","6/24/78"
"4/11/80","4/11/80"
"4/5/84","4/5/84"
"1/30/82","1/30/82"
"10/31/80","10/31/80"
"1/25/83","1/25/83"
"6/9/82","6/9/82"
"1/18/84","1/18/84"
"6/13/86","6/13/86"
"5/7/88","5/7/88"
"9/18/79","9/18/79"
"3/20/83","3/20/83"
"2/25/78","2/25/78"
"8/15/75","8/15/75"
"2/18/84","2/18/84"
"3/24/84","3/24/84"
"3/27/90","3/27/90"
"7/1/76","7/1/76"
"7/9/86","7/9/86"
"9/9/87","9/9/87"
"11/28/85","11/28/85"
"12/20/78","12/20/78"
"3/10/81","3/10/81"
"6/5/82","6/5/82"
"5/29/83","5/29/83"
"4/25/88","4/25/88"
"3/23/89","3/23/89"
"6/20/85","6/20/85"
"1/20/82","1/20/82"
"11/22/73","11/22/73"
"3/8/80","3/8/80"
"3/23/86","3/23/86"
"5/20/86","5/20/86"
"12/9/88","12/9/88"
"8/8/91","8/8/91"
"2/28/86","2/28/86"
"1/22/92","1/22/92"
"1/28/78","1/28/78"
"2/11/82","2/11/82"
"12/30/86","12/30/86"
"8/14/84","8/14/84"
"9/13/73","9/13/73"
"7/24/83","7/24/83"
"8/30/83","8/30/83"
"1/9/78","1/9/78"
"11/21/79","11/21/79"
"10/13/77","10/13/77"
"7/5/82","7/5/82"
"2/7/83","2/7/83"
"11/30/86","11/30/86"
"3/26/77","3/26/77"
"1/19/86","1/19/86"
"10/4/76","10/4/76"
"9/25/81","9/25/81"
"1/31/83","1/31/83"
"2/19/77","2/19/77"
"8/2/84","8/2/84"
"5/19/79","5/19/79"
"1/18/85","1/18/85"
"5/1/87","5/1/87"
"6/30/77","6/30/77"
"6/26/79","6/26/79"
"2/2/78","2/2/78"
"8/29/74","8/29/74"
"10/5/79","10/5/79"
"10/2/77","10/2/77"
"5/20/83","5/20/83"
"7/15/84","7/15/84"
"8/16/81","8/16/81"
"11/8/87","11/8/87"
"10/19/81","10/19/81"
"7/16/81","7/16/81"
"3/10/79","3/10/79"
"2/1/80","2/1/80"
"3/25/85","3/25/85"
"10/16/82","10/16/82"
"6/16/82","6/16/82"
"11/28/83","11/28/83"
"11/13/84","11/13/84"
"10/7/84","10/7/84"
"7/30/82","7/30/82"
"4/20/76","4/20/76"
"12/10/88","12/10/88"
"12/13/76","12/13/76"
"2/3/81","2/3/81"
"1/12/82","1/12/82"
"7/3/88","7/3/88"
"9/3/76","9/3/76"
"10/18/77","10/18/77"
"6/10/74","6/10/74"
"3/6/81","3/6/81"
"9/29/81","9/29/81"
"10/8/81","10/8/81"
"12/20/81","12/20/81"
"1/19/83","1/19/83"
"12/24/80","12/24/80"
"3/20/82","3/20/82"
"1/7/87","1/7/87"
"1/1/87","1/1/87"
"3/24/82","3/24/82"
"9/18/83","9/18/83"
"3/31/90","3/31/90"
"12/7/91","12/7/91"
"5/22/83","5/22/83"
"10/7/87","10/7/87"
"6/30/75","6/30/75"
"12/5/82","12/5/82"
"10/30/86","10/30/86"
"12/15/84","12/15/84"
"1/26/83","1/26/83"
"9/16/80","9/16/80"
"6/9/76","6/9/76"
"11/30/89","11/30/89"
"4/22/80","4/22/80"
"12/16/82","12/16/82"
"7/31/82","7/31/82"
"4/1/82","4/1/82"
"11/28/84","11/28/84"
"1/17/84","1/17/84"
"2/26/80","2/26/80"
"10/19/89","10/19/89"
"12/10/81","12/10/81"
"7/27/87","7/27/87"
"10/26/86","10/26/86"
"2/26/87","2/26/87"
"5/18/84","5/18/84"
"1/4/85","1/4/85"
"11/2/79","11/2/79"
"5/21/85","5/21/85"
"9/3/79","9/3/79"
"7/26/81","7/26/81"
"5/8/78","5/8/78"
"2/1/79","2/1/79"
"8/26/83","8/26/83"
"8/2/83","8/2/83"
"6/14/81","6/14/81"
"10/7/76","10/7/76"
"11/8/80","11/8/80"
"4/22/82","4/22/82"
"1/25/84","1/25/84"
"2/15/81","2/15/81"
"5/6/83","5/6/83"
"2/13/81","2/13/81"
"9/22/84","9/22/84"
"4/25/76","4/25/76"
"7/19/79","7/19/79"
"3/24/87","3/24/87"
"10/1/81","10/1/81"
"6/19/79","6/19/79"
"7/14/84","7/14/84"
"10/22/79","10/22/79"
"4/2/79","4/2/79"
"9/9/86","9/9/86"
"9/25/85","9/25/85"
"8/24/87","8/24/87"
"7/2/85","7/2/85"
"9/4/85","9/4/85"
"10/10/87","10/10/87"
"6/27/85","6/27/85"
"11/20/76","11/20/76"
"3/2/84","3/2/84"
"5/22/82","5/22/82"
"9/29/78","9/29/78"
"2/9/87","2/9/87"
"9/5/85","9/5/85"
"10/3/88","10/3/88"
"7/19/83","7/19/83"
"5/7/82","5/7/82"
"10/25/78","10/25/78"
"10/16/84","10/16/84"
"2/18/88","2/18/88"
"7/15/83","7/15/83"
"8/17/87","8/17/87"
"12/11/88","12/11/88"
"5/30/90","5/30/90"
"12/30/79","12/30/79"
"11/28/86","11/28/86"
"4/2/83","4/2/83"
"3/19/81","3/19/81"
"12/14/80","12/14/80"
"2/8/81","2/8/81"
"12/31/87","12/31/87"
"8/5/85","8/5/85"
"6/21/86","6/21/86"
"5/27/87","5/27/87"
"3/11/78","3/11/78"
"3/15/83","3/15/83"
"6/4/83","6/4/83"
"12/31/86","12/31/86"
"11/26/80","11/26/80"
"12/30/81","12/30/81"
"3/22/82","3/22/82"
"8/6/81","8/6/81"
"5/13/83","5/13/83"
"6/13/81","6/13/81"
"6/4/83","6/4/83"
"1/13/85","1/13/85"
"11/13/84","11/13/84"
"9/19/82","9/19/82"
"11/27/81","11/27/81"
"1/18/79","1/18/79"
"8/31/85","8/31/85"
"6/27/80","6/27/80"
"5/18/78","5/18/78"
"2/5/85","2/5/85"
"2/26/79","2/26/79"
"12/17/77","12/17/77"
"8/7/83","8/7/83"
"10/31/79","10/31/79"
"5/1/82","5/1/82"
"1/4/80","1/4/80"
"5/11/86","5/11/86"
"2/26/83","2/26/83"
"3/17/83","3/17/83"
"1/27/85","1/27/85"
"5/23/84","5/23/84"
"5/2/81","5/2/81"
"8/27/77","8/27/77"
"5/16/81","5/16/81"
"9/25/83","9/25/83"
"3/11/88","3/11/88"
"5/20/81","5/20/81"
"9/4/85","9/4/85"
"2/2/87","2/2/87"
"7/31/79","7/31/79"
"4/13/78","4/13/78"
"5/11/84","5/11/84"
"12/3/81","12/3/81"
"1/25/80","1/25/80"
"3/20/84","3/20/84"
"5/4/87","5/4/87"
"2/3/78","2/3/78"
"1/14/82","1/14/82"
"4/28/88","4/28/88"
"11/25/81","11/25/81"
"3/30/86","3/30/86"
"7/16/88","7/16/88"
"1/17/83","1/17/83"
"7/28/87","7/28/87"
"2/26/85","2/26/85"
"9/2/88","9/2/88"
"1/8/86","1/8/86"
"11/21/85","11/21/85"
"8/31/82","8/31/82"
"9/8/83","9/8/83"
"1/16/84","1/16/84"
"4/20/79","4/20/79"
"2/14/85","2/14/85"
"6/10/83","6/10/83"
"7/7/77","7/7/77"
"5/22/85","5/22/85"
"6/27/84","6/27/84"
"7/15/79","7/15/79"
"5/25/75","5/25/75"
"4/19/85","4/19/85"
"8/22/82","8/22/82"
"3/30/79","3/30/79"
"12/8/83","12/8/83"
"2/22/77","2/22/77"
"9/2/86","9/2/86"
"1/16/86","1/16/86"
