"11/5/05","5.11.05"
"3/18/05","18.3.05"
"1898-11-26",""
"1899-7-27",""
"3/30/00","30.3.00"
"3/2/08","2.3.08"
"10/31/08","31.10.08"
"6/11/06","11.6.06"
"3/24/09","24.3.09"
"4/7/08","7.4.08"
"12/23/11","23.12.11"
"12/8/08","8.12.08"
"4/23/05","23.4.05"
"5/23/08","23.5.08"
"3/5/11","5.3.11"
"1/24/07","24.1.07"
"1/1/06","1.1.06"
"8/12/05","12.8.05"
"3/17/01","17.3.01"
"11/10/00","10.11.00"
"",""
"",""
"1/31/01","31.1.01"
"",""
"4/10/10","10.4.10"
"3/9/06","9.3.06"
"",""
"6/5/11","5.6.11"
"9/15/08","15.9.08"
"11/29/02","29.11.02"
"",""
"",""
"12/19/09","19.12.09"
"",""
"8/30/10","30.8.10"
"",""
"3/10/06","10.3.06"
"6/30/04","30.6.04"
"5/6/10","6.5.10"
"6/4/08","4.6.08"
"1/26/00","26.1.00"
"9/12/04","12.9.04"
"12/31/08","31.12.08"
"1898-1-12",""
"1897-9-6",""
"6/7/01","7.6.01"
"7/21/04","21.7.04"
"8/10/08","10.8.08"
"1899-4-30",""
"5/4/01","4.5.01"
"5/22/07","22.5.07"
"11/4/09","4.11.09"
"1/20/07","20.1.07"
"2/6/04","6.2.04"
"2/18/02","18.2.02"
"6/12/07","12.6.07"
"",""
"1/12/01","12.1.01"
"",""
"9/24/10","24.9.10"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"9/25/05","25.9.05"
"9/23/03","23.9.03"
"",""
"12/21/07","21.12.07"
"",""
"",""
"",""
"",""
"",""
"5/3/03","3.5.03"
"6/26/09","26.6.09"
"10/26/00","26.10.00"
"3/16/01","16.3.01"
"1892-5-9",""
"5/17/05","17.5.05"
"8/3/07","3.8.07"
"9/1/03","1.9.03"
"9/14/08","14.9.08"
"9/14/07","14.9.07"
"12/29/00","29.12.00"
"9/6/00","6.9.00"
"2/17/08","17.2.08"
"2/20/11","20.2.11"
"12/5/08","5.12.08"
"5/10/10","10.5.10"
"11/18/03","18.11.03"
"12/2/09","2.12.09"
"9/13/04","13.9.04"
"4/5/14","5.4.14"
"7/26/01","26.7.01"
"10/7/04","7.10.04"
"9/18/05","18.9.05"
"11/20/02","20.11.02"
"3/19/09","19.3.09"
"12/6/07","6.12.07"
"3/26/04","26.3.04"
"7/11/10","11.7.10"
"12/26/05","26.12.05"
"11/22/07","22.11.07"
"8/23/10","23.8.10"
"5/15/01","15.5.01"
"6/5/06","5.6.06"
"12/2/01","2.12.01"
"12/7/09","7.12.09"
"2/25/02","25.2.02"
"5/15/05","15.5.05"
"12/26/05","26.12.05"
"11/13/12","13.11.12"
"3/7/06","7.3.06"
"12/17/08","17.12.08"
"9/30/06","30.9.06"
"5/31/10","31.5.10"
"1/17/07","17.1.07"
"5/30/13","30.5.13"
"10/14/12","14.10.12"
"8/31/09","31.8.09"
"3/5/06","5.3.06"
"12/25/09","25.12.09"
"12/2/14","2.12.14"
"6/2/04","2.6.04"
"5/16/07","16.5.07"
"1/23/02","23.1.02"
"8/5/09","5.8.09"
"6/6/11","6.6.11"
"6/4/08","4.6.08"
"1/27/12","27.1.12"
"7/5/05","5.7.05"
"3/1/07","1.3.07"
"3/7/04","7.3.04"
"11/12/07","12.11.07"
"3/23/10","23.3.10"
"11/26/09","26.11.09"
"1/4/07","4.1.07"
"11/10/14","10.11.14"
"1/1/00","1.1.00"
"6/6/08","6.6.08"
"12/9/08","9.12.08"
"2/7/12","7.2.12"
"6/18/08","18.6.08"
"6/16/08","16.6.08"
"3/10/12","10.3.12"
"11/15/10","15.11.10"
"11/13/06","13.11.06"
"11/7/12","7.11.12"
"1/25/09","25.1.09"
"3/20/13","20.3.13"
"3/1/13","1.3.13"
"8/3/12","3.8.12"
"4/16/12","16.4.12"
"9/2/07","2.9.07"
"11/20/11","20.11.11"
"9/25/13","25.9.13"
"2/22/07","22.2.07"
"11/28/08","28.11.08"
"3/6/05","6.3.05"
"5/21/10","21.5.10"
"10/31/05","31.10.05"
"5/20/03","20.5.03"
"5/1/04","1.5.04"
"2/9/11","9.2.11"
"5/29/10","29.5.10"
"2/7/11","7.2.11"
"6/22/07","22.6.07"
"6/16/11","16.6.11"
"3/18/06","18.3.06"
"2/10/03","10.2.03"
"11/28/05","28.11.05"
"3/5/13","5.3.13"
"10/10/10","10.10.10"
"11/12/02","12.11.02"
"9/23/11","23.9.11"
"3/23/06","23.3.06"
"8/28/10","28.8.10"
"12/26/07","26.12.07"
"2/9/12","9.2.12"
"4/14/11","14.4.11"
"11/5/12","5.11.12"
"8/8/04","8.8.04"
"10/14/12","14.10.12"
"2/15/09","15.2.09"
"12/8/05","8.12.05"
"3/16/12","16.3.12"
"12/31/07","31.12.07"
"5/25/12","25.5.12"
"2/11/12","11.2.12"
"9/24/07","24.9.07"
"9/4/06","4.9.06"
"9/15/11","15.9.11"
"3/28/09","28.3.09"
"7/17/05","17.7.05"
"7/1/08","1.7.08"
"5/7/05","7.5.05"
"12/16/06","16.12.06"
"6/10/10","10.6.10"
"1/21/01","21.1.01"
"5/30/05","30.5.05"
"8/19/11","19.8.11"
"2/13/13","13.2.13"
"12/29/08","29.12.08"
"3/2/11","2.3.11"
"3/5/13","5.3.13"
"1/24/11","24.1.11"
"6/9/08","9.6.08"
"3/5/08","5.3.08"
"2/8/12","8.2.12"
"9/15/12","15.9.12"
"",""
"5/28/05","28.5.05"
"9/4/10","4.9.10"
"10/14/02","14.10.02"
"3/12/12","12.3.12"
"4/23/12","23.4.12"
"6/30/06","30.6.06"
"3/5/06","5.3.06"
"2/11/09","11.2.09"
"6/30/06","30.6.06"
"11/20/08","20.11.08"
"3/7/09","7.3.09"
"",""
"8/29/11","29.8.11"
"",""
"",""
"",""
"10/28/08","28.10.08"
"11/10/14","10.11.14"
"",""
"12/17/13","17.12.13"
"2/4/13","4.2.13"
"10/8/07","8.10.07"
"8/2/11","2.8.11"
"7/28/06","28.7.06"
"6/9/11","9.6.11"
"",""
"9/6/09","6.9.09"
"8/5/13","5.8.13"
"1/12/05","12.1.05"
"11/3/07","3.11.07"
"10/30/09","30.10.09"
"3/23/04","23.3.04"
"3/3/03","3.3.03"
"6/15/05","15.6.05"
"5/7/10","7.5.10"
"2/14/07","14.2.07"
"1/18/06","18.1.06"
"9/16/05","16.9.05"
"3/26/09","26.3.09"
"10/1/09","1.10.09"
"8/16/04","16.8.04"
"5/22/02","22.5.02"
"9/28/07","28.9.07"
"2/5/06","5.2.06"
"7/9/09","9.7.09"
"1/4/05","4.1.05"
"6/19/06","19.6.06"
"7/19/08","19.7.08"
"10/29/06","29.10.06"
"6/15/11","15.6.11"
"5/16/12","16.5.12"
"4/15/12","15.4.12"
"5/30/12","30.5.12"
"6/16/09","16.6.09"
"11/1/07","1.11.07"
"2/15/07","15.2.07"
"6/16/14","16.6.14"
"2/19/07","19.2.07"
"8/21/13","21.8.13"
"4/20/08","20.4.08"
"12/10/07","10.12.07"
"11/17/08","17.11.08"
"7/14/13","14.7.13"
"2/27/05","27.2.05"
"12/25/05","25.12.05"
"6/9/13","9.6.13"
"2/13/13","13.2.13"
"7/30/06","30.7.06"
"12/30/08","30.12.08"
"6/12/07","12.6.07"
"7/15/09","15.7.09"
"11/27/03","27.11.03"
"4/16/09","16.4.09"
"8/21/09","21.8.09"
"2/17/03","17.2.03"
"4/13/09","13.4.09"
"9/28/12","28.9.12"
"2/3/12","3.2.12"
"11/25/10","25.11.10"
"10/4/11","4.10.11"
"11/10/10","10.11.10"
"11/8/11","8.11.11"
"11/3/11","3.11.11"
"1/23/03","23.1.03"
"8/5/03","5.8.03"
"1/21/04","21.1.04"
"10/7/10","7.10.10"
"3/15/10","15.3.10"
"7/12/04","12.7.04"
"5/14/11","14.5.11"
"4/29/15","29.4.15"
"3/1/14","1.3.14"
"2/21/09","21.2.09"
"",""
"",""
"2/1/09","1.2.09"
"",""
"1/24/11","24.1.11"
"5/22/11","22.5.11"
"",""
"",""
"3/21/15","21.3.15"
"",""
"9/15/10","15.9.10"
"",""
"",""
"6/6/09","6.6.09"
"",""
"2/4/11","4.2.11"
"8/12/07","12.8.07"
"",""
"9/12/09","12.9.09"
"5/14/10","14.5.10"
"10/24/12","24.10.12"
"2/26/12","26.2.12"
"10/31/08","31.10.08"
"8/10/08","10.8.08"
"9/26/10","26.9.10"
"8/12/10","12.8.10"
"9/26/09","26.9.09"
"12/19/11","19.12.11"
"",""
"1/23/11","23.1.11"
"",""
"12/29/11","29.12.11"
"1/14/11","14.1.11"
"4/6/07","6.4.07"
"1/18/09","18.1.09"
"12/30/10","30.12.10"
"4/29/09","29.4.09"
"8/12/05","12.8.05"
"",""
"1/11/06","11.1.06"
"",""
"1/1/13","1.1.13"
"",""
"4/10/08","10.4.08"
