"Peale, Anna Claypoole","Anna Claypoole Peale"
"Brewster, Anna Richards","Anna Richards Brewster"
"Chase, Henry","Henry Chase"
"Lewis H. Meakin","Lewis H. Meakin"
"Taggart, Lucy Martha","Lucy Martha Taggart"
"Lachaise, Gaston","Gaston Lachaise"
"Donald Mattison","Donald Mattison"
"David K. Rubins","David K. Rubins"
"Richards, Samuel G.","Samuel G. Richards"
"Richards, Samuel G.","Samuel G. Richards"
"Richards, Samuel G.","Samuel G. Richards"
"Sharp, Joseph Henry","Joseph Henry Sharp"
"Laer, Alexander Theobald van","Alexander Theobald van Laer"
"Ullman, Eugene Paul","Eugene Paul Ullman"
"T.C. Steele","T.C. Steele"
"Winter, George","George Winter"
"Bundy, John Elwood","John Elwood Bundy"
"Phillips, Bert Greer","Bert Greer Phillips"
"Ketcham, Susan Merrill","Susan Merrill Ketcham"
"Grabach, John R.","John R. Grabach"
"Lucioni, Luigi","Luigi Lucioni"
"Stuart, Gilbert","Gilbert Stuart"
"Betts, Louis","Louis Betts"
"Inness, George","George Inness"
"Pittman, Hobson","Hobson Pittman"
"Morse, Samuel Finley Breese","Samuel Finley Breese Morse"
"Henry R. MacGinnis","Henry R. MacGinnis"
"Stuart, Gilbert","Gilbert Stuart"
"Adams, John Ottis","John Ottis Adams"
"Metcalf, Willard LeRoy","Willard LeRoy Metcalf"
"Robert Weaver","Robert Weaver"
"Sully, Thomas","Thomas Sully"
"Hilliard, William Henry","William Henry Hilliard"
"Winter, George","George Winter"
"Robert Fulton","Robert Fulton"
"T.C. Steele","T.C. Steele"
"T.C. Steele","T.C. Steele"
"Wyeth, Newell Convers","Newell Convers Wyeth"
"Donald Mattison","Donald Mattison"
"Adams, John Ottis","John Ottis Adams"
"Stark, Otto","Otto Stark"
"Wimar, Charles Ferdinand","Charles Ferdinand Wimar"
"Adams, John Ottis","John Ottis Adams"
"Rouland, Orlando","Orlando Rouland"
"Adams, John Ottis","John Ottis Adams"
"Richardson, Constance","Constance Richardson"
"Inness, George","George Inness"
"Bierstadt, Albert","Albert Bierstadt"
"Mess, George Jo","George Jo Mess"
"T.C. Steele","T.C. Steele"
"Bouguereau, Elizabeth Jane Gardner","Elizabeth Jane Gardner Bouguereau"
"Glessing, Thomas B.","Thomas B. Glessing"
"William Majors","William Majors"
"Stillson, Blanche","Blanche Stillson"
"Clark, Virginia Keep","Virginia Keep Clark"
"Gruelle, Richard Buckner","Richard Buckner Gruelle"
"Aldrich, George Ames","George Ames Aldrich"
"Wayman Adams","Wayman Adams"
"Wayman Adams","Wayman Adams"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"Briscoe, Franklin D.","Franklin D. Briscoe"
"Mayer, Henrik Martin","Henrik Martin Mayer"
"Couse, Eanger Irving","Eanger Irving Couse"
"Fechin, Nicholai","Nicholai Fechin"
"Frishmuth, Harriet Whitney","Harriet Whitney Frishmuth"
"Ingraham, Ellen M.","Ellen M. Ingraham"
"Heller, Helen West","Helen West Heller"
"Heller, Helen West","Helen West Heller"
"Heller, Helen West","Helen West Heller"
"Heller, Helen West","Helen West Heller"
"John W. Hardrick","John W. Hardrick"
"John W. Hardrick","John W. Hardrick"
"Duveneck, Frank","Frank Duveneck"
"Duveneck, Frank","Frank Duveneck"
"Tooker, George","George Tooker"
"Christian, Grant Wright","Grant Wright Christian"
"Forsyth, William J.","William J. Forsyth"
"Burchfield, Charles Ephraim","Charles Ephraim Burchfield"
"Wyeth, Andrew Newell","Andrew Newell Wyeth"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"William Merritt Chase","William Merritt Chase"
"Wayman Adams","Wayman Adams"
"T.C. Steele","T.C. Steele"
"C. C. Bohm","C. C. Bohm"
"Ullman, Eugene Paul","Eugene Paul Ullman"
"Russell, Charles Marion","Charles Marion Russell"
"Sharp, Joseph Henry","Joseph Henry Sharp"
"Ford, Lauren","Lauren Ford"
"Remington, Frederic","Frederic Remington"
"Siqueiros, David Alfaro","David Alfaro Siqueiros"
"Forsyth, William J.","William J. Forsyth"
"Forsyth, William J.","William J. Forsyth"
"Unknown","Unknown"
"Payne, Edgar Alwin","Edgar Alwin Payne"
"Lauck, Anthony Joseph","Anthony Joseph Lauck"
"Wheeler, Clifton A.","Clifton A. Wheeler"
"Love, John Washington","John Washington Love"
"John G. Dunn","John G. Dunn"
"Richards, Samuel G.","Samuel G. Richards"
"Robert Henri","Robert Henri"
"James F. Gookins","James F. Gookins"
"Hays, Barton Stone","Barton Stone Hays"
"T.C. Steele","T.C. Steele"
"Burchfield, Charles Ephraim","Charles Ephraim Burchfield"
"Weinman, Adolph Alexander","Adolph Alexander Weinman"
"Dodson, Sarah Paxton Ball","Sarah Paxton Ball Dodson"
"Carlsen, Dines","Dines Carlsen"
"Peale, Rembrandt","Rembrandt Peale"
"Manship, Paul","Paul Manship"
"Goodwin, Arthur Clifton","Arthur Clifton Goodwin"
"Calder, Alexander","Alexander Calder"
"Bell, Edward August","Edward August Bell"
"Codman, Charles","Charles Codman"
"Scott, Julian","Julian Scott"
"Stuart, Gilbert","Gilbert Stuart"
"Manship, Paul","Paul Manship"
"Percival De Luce","Percival De Luce"
"Lawrence, Jacob","Jacob Lawrence"
"Miller, Richard Emile","Richard Emile Miller"
"Edward F. Fisk","Edward F. Fisk"
"Bell, Edward August","Edward August Bell"
"Floyd D. Hopper","Floyd D. Hopper"
"Prendergast, Maurice Brazil","Maurice Brazil Prendergast"
"Robert W. Davidson","Robert W. Davidson"
"Whistler, James Abbott McNeill","James Abbott McNeill Whistler"
"Hawthorne, Charles Webster","Charles Webster Hawthorne"
"Taggart, Lucy Martha","Lucy Martha Taggart"
"Cassatt, Mary","Mary Cassatt"
"Marsh, Reginald","Reginald Marsh"
"Higgins, Victor","Victor Higgins"
"Hopper, Edward","Edward Hopper"
"Paul Resika","Paul Resika"
"Joseph R. Mason","Joseph R. Mason"
"Scudder, Janet","Janet Scudder"
"Frank T. Hutchens","Frank T. Hutchens"
"Vawter, John William","John William Vawter"
"Edward F. McCartan","Edward F. McCartan"
"Loop, Leota Williams","Leota Williams Loop"
"Mess, George Jo","George Jo Mess"
"Vonnoh, Bessie Potter","Bessie Potter Vonnoh"
"Pearce, Charles Sprague","Charles Sprague Pearce"
"Henry Leach","Henry Leach"
"Taggart, Lucy Martha","Lucy Martha Taggart"
"Adams, John Ottis","John Ottis Adams"
"Paxton, William McGregor","William McGregor Paxton"
"David K. Rubins","David K. Rubins"
"Whistler, James Abbott McNeill","James Abbott McNeill Whistler"
"Whistler, James Abbott McNeill","James Abbott McNeill Whistler"
"Emery D. Horsky","Emery D. Horsky"
"Scudder, Janet","Janet Scudder"
"Scudder, Janet","Janet Scudder"
"Scudder, Janet","Janet Scudder"
"Duveneck, Frank","Frank Duveneck"
"Thomas, Stephen Seymour","Stephen Seymour Thomas"
"Love, John Washington","John Washington Love"
"Potter, William J.","William J. Potter"
"Chapin, James Ormsbee","James Ormsbee Chapin"
"Metcalf, Willard LeRoy","Willard LeRoy Metcalf"
"Easton, Joseph","Joseph Easton"
"Bosa, Louis","Louis Bosa"
"Cassatt, Mary","Mary Cassatt"
"Shulz, Adolph Robert","Adolph Robert Shulz"
"Romano, Emanuel Glicen","Emanuel Glicen Romano"
"Robert Henri","Robert Henri"
"Meteyard, Thomas Buford","Thomas Buford Meteyard"
"Carlsen, Dines","Dines Carlsen"
"Cecil F. Head","Cecil F. Head"
"Cole, Thomas","Thomas Cole"
"Wyant, Alexander Helwig","Alexander Helwig Wyant"
"Hays, Barton Stone","Barton Stone Hays"
"Hays, Barton Stone","Barton Stone Hays"
"Hays, Barton Stone","Barton Stone Hays"
"James F. Gookins","James F. Gookins"
"Dudley, Frank V.","Frank V. Dudley"
"Leigh, William Robinson","William Robinson Leigh"
"Manship, Paul","Paul Manship"
"Hoffman, Malvina","Malvina Hoffman"
"Archipenko, Alexander","Alexander Archipenko"
"Smith, Russell","Russell Smith"
"T.C. Steele","T.C. Steele"
"Bundy, John Elwood","John Elwood Bundy"
"Ball, L. Clarence","L. Clarence Ball"
"Forsyth, William J.","William J. Forsyth"
"Bishop, Isabel","Isabel Bishop"
"William Merritt Chase","William Merritt Chase"
"Beaux, Cecilia","Cecilia Beaux"
"Schofield, Walter Elmer","Walter Elmer Schofield"
"C. C. Bohm","C. C. Bohm"
"Wagenhals, Katherine H.","Katherine H. Wagenhals"
"Ruthven Byrum","Ruthven Byrum"
"Louise D. Hibben","Louise D. Hibben"
"Currier, Joseph Frank","Joseph Frank Currier"
"Cassatt, Mary","Mary Cassatt"
"Hawthorne, Charles Webster","Charles Webster Hawthorne"
"Savage, Eugene Francis","Eugene Francis Savage"
"Paxton, William McGregor","William McGregor Paxton"
"Olinsky, Ivan Gregorovitch","Ivan Gregorovitch Olinsky"
"Carlsen, Emil","Emil Carlsen"
"Stevens, Will Henry","Will Henry Stevens"
"Bates, Dewey","Dewey Bates"
